id_berita;id_kalimat;nama_organisasi;isCorrect;isValid
207;8997;Tidak Ada;1;2
207;8998;Tidak Ada;1;2
207;8999;Tidak Ada;1;2
207;9000;Tidak Ada;1;2
207;9001;Tidak Ada;1;2
207;9002;Tidak Ada;1;2
207;9003;Tidak Ada;1;2
207;9004;Tidak Ada;1;2
35;1576;Tidak Ada;1;2
267;11617;Tidak Ada;1;2
267;11617;Tidak Ada;1;2
207;9005;Tidak Ada;1;2
35;1577;Tidak Ada;1;2
207;9006;Tidak Ada;1;2
200;8748;Tidak Ada;1;2
35;1578;Tidak Ada;1;2
200;8749;Tidak Ada;1;2
267;11618;Tidak Ada;1;2
35;1579;Tidak Ada;1;2
267;11618;Tidak Ada;1;2
200;8750;Tidak Ada;1;2
35;1580;Tidak Ada;1;2
200;8751;Tidak Ada;1;2
267;11619;Tidak Ada;1;2
267;11619;Tidak Ada;1;2
35;1581;Tidak Ada;1;2
71;3134;Tidak Ada;1;2
200;8752;KPK;1;2
267;11620;Tidak Ada;1;2
35;1582;Tidak Ada;1;2
200;8752;Tidak Ada;1;2
35;1583;Tidak Ada;1;2
200;8753;Pengadilan Internasional;1;2
267;11620;Tidak Ada;1;2
35;1584;Tidak Ada;1;2
267;11621;Tidak Ada;1;2
200;8754;Tidak Ada;1;2
35;1585;Tidak Ada;1;2
200;8755;Tidak Ada;1;2
35;1586;Tidak Ada;1;2
267;11621;Tidak Ada;1;2
35;1587;Tidak Ada;1;2
98;4070;Tidak Ada;1;2
200;8728;Tidak Ada;1;2
267;11592;Tidak Ada;1;2
35;1588;Tidak Ada;1;2
200;8729;Tidak Ada;1;2
267;11592;Tidak Ada;1;2
200;8730;Komisi Pemberantasan Korupsi;1;2
200;8730;KPK;1;2
35;1589;Tidak Ada;1;2
35;1590;Tidak Ada;1;2
200;8731;Tidak Ada;1;2
200;8732;Tidak Ada;1;2
267;11593;Tidak Ada;1;2
35;1591;Tidak Ada;1;2
200;8733;Tidak Ada;1;2
192;8370;Tidak Ada;1;2
267;11593;Tidak Ada;1;2
200;8734;Tidak Ada;1;2
192;8371;Tidak Ada;1;2
267;11595;Tidak Ada;1;2
200;8735;Tidak Ada;1;2
192;8372;Tidak Ada;1;2
267;11595;Tidak Ada;1;2
267;11596;Tidak Ada;1;2
200;8736;Tidak Ada;1;2
98;4071;Tidak Ada;1;2
192;8373;Tidak Ada;1;2
267;11596;Tidak Ada;1;2
200;8737;Tidak Ada;1;2
192;8374;Tidak Ada;1;2
200;8738;Tidak Ada;1;2
267;11597;Tidak Ada;1;2
98;4072;Tidak Ada;1;2
192;8375;Tidak Ada;1;2
267;11597;Tidak Ada;1;2
192;8376;Tidak Ada;1;2
200;8739;KPK;1;2
267;11600;Tidak Ada;1;2
267;11600;Tidak Ada;1;2
98;4073;Tidak Ada;1;2
200;8740;Tidak Ada;1;2
98;4025;Tidak Ada;1;2
267;11601;Kantor berita AFP;1;2
267;11600;Tidak Ada;1;2
192;8377;Tidak Ada;1;2
200;8741;Tidak Ada;1;2
200;8742;KPK;1;2
192;8378;Tidak Ada;1;2
267;11603;Tidak Ada;1;2
267;11603;Tidak Ada;1;2
192;8379;Tidak Ada;1;2
200;8743;Tidak Ada;1;2
98;4027;Tidak Ada;1;2
267;11604;Tidak Ada;1;2
98;4028;Tidak Ada;1;2
192;8380;Tidak Ada;1;2
267;11605;Tidak Ada;1;2
192;8380;Tidak Ada;1;2
192;8381;Tidak Ada;1;2
267;11606;Tidak Ada;1;2
98;4029;Tidak Ada;1;2
267;11608;Tidak Ada;1;2
192;8382;Tidak Ada;1;2
98;4030;Tidak Ada;1;2
267;11610;Tidak Ada;1;2
267;11622;Tidak Ada;1;2
192;8383;Tidak Ada;1;2
98;4031;Tidak Ada;1;2
192;8384;Tidak Ada;1;2
98;4032;Tidak Ada;1;2
267;11623;Tidak Ada;1;2
98;4033;Tidak Ada;1;2
192;8385;Tidak Ada;1;2
98;4035;Tidak Ada;1;2
267;11624;Tidak Ada;1;2
267;11625;Tidak Ada;1;2
98;4036;Tidak Ada;1;2
267;11626;PBB;1;2
98;4037;Tidak Ada;1;2
98;4040;Tidak Ada;1;2
192;8386;Tidak Ada;1;2
267;11627;Tidak Ada;1;2
267;11628;Tidak Ada;1;2
192;8387;Tidak Ada;1;2
192;8388;Tidak Ada;1;2
267;11627;militer;1;2
267;11629;Tidak Ada;1;2
267;11604;Tidak Ada;1;2
267;11630;Tidak Ada;1;2
98;4041;Tidak Ada;1;2
192;8389;Tidak Ada;1;2
267;11632;Tidak Ada;1;2
192;8390;Tidak Ada;1;2
98;4042;Tidak Ada;1;2
192;8391;Tidak Ada;1;2
98;4043;Tidak Ada;1;2
192;8392;Tidak Ada;1;2
98;4044;Tidak Ada;1;2
203;8869;Tidak Ada;1;2
98;4045;Tidak Ada;1;2
98;4046;Tidak Ada;1;2
203;8870;Tidak Ada;1;2
192;8393;Tidak Ada;1;2
98;4047;Tidak Ada;1;2
98;4048;Tidak Ada;1;2
203;8871;Tidak Ada;1;2
192;8394;Tidak Ada;1;2
98;4049;Tidak Ada;1;2
98;4050;Tidak Ada;1;2
203;8872;Tidak Ada;1;2
98;4051;Tidak Ada;1;2
98;4052;Tidak Ada;1;2
98;4053;Tidak Ada;1;2
98;4054;Tidak Ada;1;2
98;4055;Tidak Ada;1;2
192;8395;Tidak Ada;1;2
203;8873;Tidak Ada;1;2
203;8874;Tidak Ada;1;2
284;12246;Tidak Ada;1;2
284;12247;Tidak Ada;1;2
284;12248;Tidak Ada;1;2
284;12249;Tidak Ada;1;2
284;12250;Tidak Ada;1;2
284;12251;Tidak Ada;1;2
289;12407;Tidak Ada;1;2
289;12408;Tidak Ada;1;2
289;12409;Tidak Ada;1;2
289;12410;Tidak Ada;1;2
289;12411;Tidak Ada;1;2
289;12412;Tidak Ada;1;2
289;12413;Tidak Ada;1;2
76;3255;Tidak Ada;1;2
200;8744;Tidak Ada;1;2
200;8745;Tidak Ada;1;2
200;8746;KPK;1;2
200;8747;Pengadilan HAM;1;2
200;8747;Pengadilan HAM Internasional;1;2
204;8942;Tidak Ada;1;2
204;8943;Tidak Ada;1;2
204;8902;Tidak Ada;1;2
204;8903;Tidak Ada;1;2
204;8904;Tidak Ada;1;2
204;8905;Tidak Ada;1;2
204;8906;Tidak Ada;1;2
204;8907;Tidak Ada;1;2
98;4056;Tidak Ada;1;2
98;4057;Tidak Ada;1;2
98;4058;Tidak Ada;1;2
98;4059;Tidak Ada;1;2
98;4060;Tidak Ada;1;2
98;4061;Tidak Ada;1;2
98;4062;Tidak Ada;1;2
98;4064;Tidak Ada;1;2
98;4065;Tidak Ada;1;2
98;4066;Tidak Ada;1;2
98;4067;Tidak Ada;1;2
98;4068;Tidak Ada;1;2
98;4069;Tidak Ada;1;2
139;5944;Tidak Ada;1;2
147;6365;Tidak Ada;1;2
147;6366;Tidak Ada;1;2
147;6367;Tidak Ada;1;2
147;6371;Tidak Ada;1;2
147;6372;Tidak Ada;1;2
147;6320;Tidak Ada;1;2
147;6321;Tidak Ada;1;2
147;6322;Tidak Ada;1;2
147;6323;Tidak Ada;1;2
147;6324;Tidak Ada;1;2
147;6326;Tidak Ada;1;2
244;10622;Tidak Ada;1;2
289;12414;Tidak Ada;1;2
289;12415;Tidak Ada;1;2
289;12416;Tidak Ada;1;2
289;12417;Tidak Ada;1;2
289;12418;Tidak Ada;1;2
289;12419;Tidak Ada;1;2
289;12420;Tidak Ada;1;2
289;12421;Tidak Ada;1;2
289;12422;Tidak Ada;1;2
289;12423;Tidak Ada;1;2
289;12424;Tidak Ada;1;2
289;12425;Tidak Ada;1;2
289;12426;Tidak Ada;1;2
289;12427;Tidak Ada;1;2
244;10623;Tidak Ada;1;2
244;10624;Tidak Ada;1;2
289;12428;Tidak Ada;1;2
289;12429;Tidak Ada;1;2
244;10625;Tidak Ada;1;2
289;12430;Tidak Ada;1;2
289;12431;Tidak Ada;1;2
289;12431;Tidak Ada;1;2
289;12432;Tidak Ada;1;2
293;12534;Tidak Ada;1;2
293;12535;Tidak Ada;1;2
293;12536;Tidak Ada;1;2
293;12537;Transparansi Internasional Indonesia;1;2
293;12538;Tidak Ada;1;2
293;12539;Tidak Ada;1;2
293;12540;Tidak Ada;1;2
293;12541;Tidak Ada;1;2
293;12542;TII;1;2
293;12543;Tidak Ada;1;2
293;12544;Tidak Ada;1;2
293;12545;Tidak Ada;1;2
293;12546;Tidak Ada;1;2
293;12547;Tidak Ada;1;2
293;12548;Tidak Ada;1;2
244;10626;Tidak Ada;1;2
244;10627;Tidak Ada;1;2
244;10628;Tidak Ada;1;2
244;10629;Tidak Ada;1;2
244;10630;BUMN;1;2
244;10631;Tidak Ada;1;2
244;10632;Tidak Ada;1;2
244;10633;Tidak Ada;1;2
244;10634;Tidak Ada;1;2
244;10635;Tidak Ada;1;2
244;10636;Tidak Ada;1;2
244;10637;Tidak Ada;1;2
244;10638;Tidak Ada;1;2
244;10639;Tidak Ada;1;2
204;8908;Tidak Ada;1;2
204;8909;Tidak Ada;1;2
204;8910;Tidak Ada;1;2
204;8911;Tidak Ada;1;2
204;8912;Tidak Ada;1;2
204;8913;Tidak Ada;1;2
204;8914;Tidak Ada;1;2
204;8915;Tidak Ada;1;2
204;8916;Tidak Ada;1;2
204;8917;Tidak Ada;1;2
204;8918;Tidak Ada;1;2
75;3234;Tidak Ada;1;2
75;3235;Tidak Ada;1;2
75;3236;Tidak Ada;1;2
75;3237;Tidak Ada;1;2
75;3238;Tidak Ada;1;2
75;3239;Tidak Ada;1;2
75;3240;Tidak Ada;1;2
75;3241;Tidak Ada;1;2
75;3242;Tidak Ada;1;2
75;3243;Tidak Ada;1;2
75;3244;Akademi Kepolisian;1;2
75;3245;Akpol;1;2
75;3245;Bintara AU;1;2
75;3245;TNI;1;2
192;8396;Tidak Ada;1;2
192;8396;Tidak Ada;1;2
147;6327;Tidak Ada;1;2
147;6328;Tidak Ada;1;2
147;6329;Tidak Ada;1;2
147;6331;Tidak Ada;1;2
147;6332;Tidak Ada;1;2
147;6333;Partai Golkar;1;2
147;6334;Ditlantas Polda Metro Jaya;1;2
147;6335;Tidak Ada;1;2
147;6336;Tidak Ada;1;2
147;6337;Tidak Ada;1;2
147;6338;Tidak Ada;1;2
147;6339;Tidak Ada;1;2
147;6340;Tidak Ada;1;2
147;6341;Tidak Ada;1;2
147;6342;Tidak Ada;1;2
147;6343;Tidak Ada;1;2
147;6344;Tidak Ada;1;2
147;6345;Tidak Ada;1;2
147;6346;Tidak Ada;1;2
113;4617;Tidak Ada;1;2
76;3256;Tidak Ada;1;2
76;3257;Tidak Ada;1;2
76;3258;Tidak Ada;1;2
76;3259;Associated Press;1;2
76;3259;The Independent;1;2
76;3260;Tidak Ada;1;2
76;3261;Tidak Ada;1;2
76;3262;Tidak Ada;1;2
76;3263;Tidak Ada;1;2
76;3264;Tidak Ada;1;2
76;3265;Tidak Ada;1;2
76;3266;Tidak Ada;1;2
76;3267;Tidak Ada;1;2
76;3268;Tidak Ada;1;2
76;3269;Tidak Ada;1;2
76;3270;Tidak Ada;1;2
76;3271;Tidak Ada;1;2
76;3272;Tidak Ada;1;2
76;3273;Tidak Ada;1;2
76;3274;Tidak Ada;1;2
76;3275;Tidak Ada;1;2
76;3276;Tidak Ada;1;2
76;3277;Tidak Ada;1;2
76;3278;Tidak Ada;1;2
113;4618;Tidak Ada;1;2
113;4619;Tidak Ada;1;2
113;4620;Tidak Ada;1;2
113;4621;Tidak Ada;1;2
113;4622;Tidak Ada;1;2
113;4623;Tidak Ada;1;2
113;4624;Tidak Ada;1;2
113;4625;Tidak Ada;1;2
113;4626;Tidak Ada;1;2
113;4627;Tidak Ada;1;2
113;4628;Tidak Ada;1;2
113;4629;Tidak Ada;1;2
113;4630;Tidak Ada;1;2
113;4631;Tidak Ada;1;2
113;4632;Tidak Ada;1;2
113;4633;Tidak Ada;1;2
113;4634;Tidak Ada;1;2
113;4635;Pariwisatasumut;1;2
113;4636;Tidak Ada;1;2
113;4637;Tidak Ada;1;2
113;4638;Tidak Ada;1;2
113;4639;Tidak Ada;1;2
113;4640;Tidak Ada;1;2
113;4641;Tidak Ada;1;2
113;4642;Tidak Ada;1;2
113;4643;Tidak Ada;1;2
113;4644;Tidak Ada;1;2
113;4645;Tidak Ada;1;2
113;4646;Tidak Ada;1;2
113;4647;Tidak Ada;1;2
113;4648;Tidak Ada;1;2
113;4649;Tidak Ada;1;2
113;4650;Tidak Ada;1;2
113;4651;Tidak Ada;1;2
113;4652;Tidak Ada;1;2
113;4653;Tidak Ada;1;2
113;4654;Tidak Ada;1;2
114;4655;Tidak Ada;1;2
114;4656;Tidak Ada;1;2
114;4657;Tidak Ada;1;2
204;8919;Tidak Ada;1;2
204;8920;Tidak Ada;1;2
27;1251;Tidak Ada;1;2
27;1252;Tidak Ada;1;2
27;1253;Tidak Ada;1;2
27;1254;Tidak Ada;1;2
5894;247711;Tidak Ada;1;2
27;1255;Tidak Ada;1;2
27;1256;Tidak Ada;1;2
27;1257;Tidak Ada;1;2
27;1258;Tidak Ada;1;2
27;1259;Tidak Ada;1;2
27;1260;Tidak Ada;1;2
5894;247712;Tidak Ada;1;2
27;1261;Tidak Ada;1;2
5894;247713;Tidak Ada;1;2
27;1262;Tidak Ada;1;2
5894;247714;Tidak Ada;1;2
27;1263;Tidak Ada;1;2
27;1264;Tidak Ada;1;2
5894;247715;Tidak Ada;1;2
5894;247716;Tidak Ada;1;2
5894;247717;Tidak Ada;1;2
5894;247718;Tidak Ada;1;2
5894;247719;Tidak Ada;1;2
5894;247720;Tidak Ada;1;2
5905;248110;KPU;1;2
5894;247721;Tidak Ada;1;2
5894;247722;Tidak Ada;1;2
5894;247723;Tidak Ada;1;2
5894;247724;Tidak Ada;1;2
5905;248111;Kabinet Kerja;1;2
5894;247725;Tidak Ada;1;2
5894;247726;Tidak Ada;1;2
5905;248112;Tidak Ada;1;2
5894;247727;Tidak Ada;1;2
5905;248113;KPU;1;2
5894;247728;Tidak Ada;1;2
5894;247729;Tidak Ada;1;2
5894;247730;Tidak Ada;1;2
5894;247731;Tidak Ada;1;2
5894;247732;Tidak Ada;1;2
5894;247733;Tidak Ada;1;2
5894;247734;Tidak Ada;1;2
5894;247735;Tidak Ada;1;2
5894;247736;Tidak Ada;1;2
5894;247737;Tidak Ada;1;2
5894;247738;Tidak Ada;1;2
5894;247739;Tidak Ada;1;2
5905;248114;Tidak Ada;1;2
5905;248115;Tidak Ada;1;2
5905;248116;Koalisi Indonesia Kerja;1;2
5905;248117;anggota kabinet;1;2
5905;248117;tim sukses;1;2
5894;247740;Tidak Ada;1;2
5894;247741;Tidak Ada;1;2
5894;247742;Tidak Ada;1;2
5905;248118;Tidak Ada;1;2
5905;248119;dewan pengarah;1;2
5894;247743;Tidak Ada;1;2
5894;247744;Tidak Ada;1;2
5905;248120;dewan penasehat;1;2
5905;248121;Tim Kampanye;1;2
5905;248122;menteri;1;2
5905;248122;tim sukses;1;2
5905;248123;Tidak Ada;1;2
5905;248124;Tidak Ada;1;2
5905;248125;Tidak Ada;1;2
5905;248126;KPU;1;2
5905;248126;tim pemenangan;1;2
5905;248126;Tim Kampanye;1;2
114;4658;Tidak Ada;1;2
114;4659;Tidak Ada;1;2
114;4660;Tidak Ada;1;2
306;13123;Fox News;1;2
306;13124;Tidak Ada;1;2
306;13125;Tidak Ada;1;2
114;4661;Tidak Ada;1;2
114;4662;Tidak Ada;1;2
114;4663;Tidak Ada;1;2
5905;248127;KPU;1;2
5905;248128;Tidak Ada;1;2
5905;248129;Partai Gerindra;1;2
5905;248129;tim pemenangan Prabowo-Sandi;1;2
5905;248130;Partai Gerindra;1;2
5905;248130;tim pemenangan;1;2
5905;248130;PKS;1;2
5905;248130;PAN;1;2
5905;248130;Partai Demokrat;1;2
114;4664;Tidak Ada;1;2
114;4665;Tidak Ada;1;2
5905;248131;Partai Gerindra;1;2
5905;248131;TNI;1;2
114;4666;Tidak Ada;1;2
5894;247745;Tidak Ada;1;2
5894;247746;Kabid Pembinaan dan Prestasi PP PBSI;1;2
114;4667;Tidak Ada;1;2
5894;247747;Tidak Ada;1;2
5894;247748;Tidak Ada;1;2
5894;247749;Tidak Ada;1;2
5894;247750;Tidak Ada;1;2
5894;247751;Tidak Ada;1;2
5894;247752;Tidak Ada;1;2
114;4668;Tidak Ada;1;2
5894;247753;Tidak Ada;1;2
5897;247830;Tidak Ada;1;2
114;4669;Tidak Ada;1;2
5894;247754;Tidak Ada;1;2
5894;247755;Tidak Ada;1;2
5897;247831;PNS;1;2
5897;247831;Polri;1;2
5897;247831;TNI;1;2
5894;247756;Tidak Ada;1;2
5894;247757;Tidak Ada;1;2
114;4670;Tidak Ada;1;2
5897;247832;PNS;1;2
5897;247832;TNI;1;2
5897;247832;Polri;1;2
5894;247758;Tidak Ada;1;2
114;4671;Tidak Ada;1;2
5897;247833;PNS;1;2
5897;247833;TNI;1;2
5897;247833;Polisi;1;2
114;4672;Tidak Ada;1;2
5903;248065;Tidak Ada;1;2
114;4673;Tidak Ada;1;2
5903;248066;Pasukan Pengamanan Presiden \(Paspampres\);1;2
75;3246;Tidak Ada;1;2
5897;247834;Tidak Ada;1;2
5903;248067;Tidak Ada;1;2
5903;248068;Tidak Ada;1;2
75;3247;Tamtama;1;2
114;4674;Tidak Ada;1;2
5903;248069;Tidak Ada;1;2
5897;247835;PNS;1;2
114;4675;Tidak Ada;1;2
5903;248070;Tidak Ada;1;2
5903;248071;Tidak Ada;1;2
5897;247836;Kontingen Indonesia;1;2
114;4676;Tidak Ada;1;2
75;3248;Polisi Militer;1;2
5903;248072;Paspamres;1;2
5903;248073;Tidak Ada;1;2
5897;247837;Tidak Ada;1;2
5903;248074;Tidak Ada;1;2
213;9231;Kantor KPK;1;2
213;9231;Tidak Ada;1;2
5903;248075;Tidak Ada;1;2
5897;247838;taekwondo;1;2
5897;247838;wushu;1;2
5897;247838;Tidak Ada;1;2
5872;246890;Tidak Ada;1;2
213;9232;KPK;1;2
5872;246891;Tidak Ada;1;2
213;9232;Golkar;1;2
5872;246892;Tidak Ada;1;2
252;10977;KPK;1;2
5959;250185;Tidak Ada;1;2
5872;246893;Tidak Ada;1;2
252;10978;Partai Golkar;1;2
252;10978;DPR;1;2
5872;246894;Tidak Ada;1;2
5959;250186;Tidak Ada;1;2
5872;246895;Tidak Ada;1;2
252;10979;Tidak Ada;1;2
114;4677;Tidak Ada;1;2
5872;246896;Tidak Ada;1;2
5959;250187;Tidak Ada;1;2
252;10980;Tidak Ada;1;2
114;4678;Tidak Ada;1;2
5872;246897;Tidak Ada;1;2
252;10981;Mahkamah Kehormatan Dewan;1;2
252;10981;DPR;1;2
5872;246898;Tidak Ada;1;2
114;4679;Tidak Ada;1;2
252;10982;DPP Golkar;1;2
5872;246899;Tidak Ada;1;2
5872;246900;Tidak Ada;1;2
5872;246901;Tidak Ada;1;2
252;10983;Tidak Ada;1;2
5959;250188;Tidak Ada;1;2
5872;246902;Tidak Ada;1;2
252;10984;Tidak Ada;1;2
5959;250189;Tidak Ada;1;2
5872;246903;Tidak Ada;1;2
114;4680;Tidak Ada;1;2
252;10985;Tidak Ada;1;2
5872;246904;Tidak Ada;1;2
5872;246905;Tidak Ada;1;2
114;4681;Tidak Ada;1;2
5872;246906;Tidak Ada;1;2
5959;250190;Tidak Ada;1;2
252;10986;DPR;1;2
5959;250191;Tidak Ada;1;2
252;10987;Tidak Ada;1;2
5959;250155;Tidak Ada;1;2
5959;250155;Tidak Ada;1;2
5959;250155;Tidak Ada;1;2
114;4682;Tidak Ada;1;2
5959;250156;Tidak Ada;1;2
252;10988;Tidak Ada;1;2
5959;250157;Tidak Ada;1;2
252;10989;DPR;1;2
252;10989;Golkar;1;2
252;10990;Tidak Ada;1;2
5959;250158;Tidak Ada;1;2
252;10991;Tidak Ada;1;2
252;10992;DPP Golkar;1;2
5959;250159;Tidak Ada;1;2
252;10993;Tidak Ada;1;2
252;10994;DPR;1;2
252;10994;Mahkamah Kehormatan Dewan \(MKD\);1;2
5959;250161;Tidak Ada;1;2
252;10995;DPR;1;2
252;10995;Partai Golkar;1;2
114;4683;Tidak Ada;1;2
252;10996;DPR;1;2
252;10996;Mahkamah Konstitusi;1;2
5959;250162;Tidak Ada;1;2
114;4684;Tidak Ada;1;2
252;10997;DPR;1;2
252;10997;Partai Golkar;1;2
252;10997;KPK;1;2
114;4685;Tidak Ada;1;2
252;10998;Tidak Ada;1;2
114;4686;Tidak Ada;1;2
252;10999;KPK;1;2
114;4687;Tidak Ada;1;2
252;11000;Cabang KPK;1;2
114;4688;Tidak Ada;1;2
252;11001;KPK;1;2
252;11001;DPR;1;2
252;11001;Golkar;1;2
114;4689;Tidak Ada;1;2
252;11002;Mahkamah Kehormatan Dewan;1;2
252;11002;DPR;1;2
252;11003;DPR;1;2
252;11003;Golkar;1;2
114;4690;Tidak Ada;1;2
252;11004;Mahkamah Kehormatan Dewan;1;2
114;4691;Tidak Ada;1;2
252;11005;Tidak Ada;1;2
114;4692;Tidak Ada;1;2
252;11006;Tidak Ada;1;2
116;4711;Tidak Ada;1;2
5959;250163;Tidak Ada;1;2
252;11007;Tidak Ada;1;2
252;11008;Tidak Ada;1;2
5959;250164;Tidak Ada;1;2
116;4712;Tidak Ada;1;2
252;11009;Tidak Ada;1;2
252;11010;Tidak Ada;1;2
116;4713;Tidak Ada;1;2
5959;250165;Tidak Ada;1;2
5959;250166;Tidak Ada;1;2
116;4714;Tidak Ada;1;2
116;4715;Tidak Ada;1;2
116;4716;Tidak Ada;1;2
116;4717;Tidak Ada;1;2
116;4718;Tidak Ada;1;2
116;4719;Tidak Ada;1;2
116;4720;Tidak Ada;1;2
5897;247839;wushu;1;2
5897;247840;Tidak Ada;1;2
244;10640;Tidak Ada;1;2
244;10641;Tidak Ada;1;2
244;10642;Tidak Ada;1;2
244;10643;Tidak Ada;1;2
244;10644;Tidak Ada;1;2
244;10645;Tidak Ada;1;2
244;10646;Tidak Ada;1;2
244;10647;Tidak Ada;1;2
244;10648;Tidak Ada;1;2
244;10649;Tidak Ada;1;2
244;10650;Tidak Ada;1;2
5967;250456;Tidak Ada;1;2
5967;250457;Tidak Ada;1;2
5967;250458;Tidak Ada;1;2
5967;250459;Tidak Ada;1;2
5967;250460;Tidak Ada;1;2
5967;250460;Tidak Ada;1;2
5967;250461;Tidak Ada;1;2
5967;250462;Tidak Ada;1;2
5967;250463;Tidak Ada;1;2
5967;250464;Tidak Ada;1;2
5967;250465;Tidak Ada;1;2
5967;250466;Tidak Ada;1;2
5967;250467;Tidak Ada;1;2
5967;250468;Tidak Ada;1;2
5967;250469;Tidak Ada;1;2
5967;250470;Tidak Ada;1;2
5967;250471;Tidak Ada;1;2
5967;250472;Tidak Ada;1;2
5967;250472;Tidak Ada;1;2
5967;250473;Tidak Ada;1;2
5967;250474;Tidak Ada;1;2
71;3135;Tidak Ada;1;2
71;3136;Tidak Ada;1;2
71;3137;BBC;1;2
71;3138;Tidak Ada;1;2
71;3139;CNN;1;2
71;3140;Tidak Ada;1;2
71;3141;Tidak Ada;1;2
71;3142;Tidak Ada;1;2
71;3114;Tidak Ada;1;2
71;3115;Tidak Ada;1;2
71;3116;Tidak Ada;1;2
71;3117;Tidak Ada;1;2
71;3118;Tidak Ada;1;2
71;3119;Tidak Ada;1;2
71;3120;Tidak Ada;1;2
71;3121;Tidak Ada;1;2
71;3122;Tidak Ada;1;2
71;3123;Tidak Ada;1;2
71;3124;Tidak Ada;1;2
71;3125;Tidak Ada;1;2
71;3125;Tidak Ada;1;2
71;3126;American Heart Association's Scientific Sessions;1;2
141;6037;Tidak Ada;1;2
141;6038;Tidak Ada;1;2
71;3127;Heart Rhythm Center;1;2
71;3127;Cedars-Sinai Heart Institute;1;2
71;3128;Tidak Ada;1;2
71;3129;Tidak Ada;1;2
71;3130;Tidak Ada;1;2
71;3131;Tidak Ada;1;2
71;3132;Tidak Ada;1;2
71;3133;Tidak Ada;1;2
141;6039;Tidak Ada;1;2
5926;248930;Tidak Ada;1;2
5926;248931;Tidak Ada;1;2
5926;248932;Tidak Ada;1;2
5926;248933;Tidak Ada;1;2
141;6040;Tidak Ada;1;2
5926;248934;Tidak Ada;1;2
5926;248935;Tidak Ada;1;2
5926;248936;Tidak Ada;1;2
141;6041;Tidak Ada;1;2
141;6042;Tidak Ada;1;2
141;6043;Tidak Ada;1;2
5926;248937;Tidak Ada;1;2
5926;248892;Tidak Ada;1;2
141;6044;Tidak Ada;1;2
5926;248893;Tidak Ada;1;2
5926;248894;Tidak Ada;1;2
5926;248897;Tidak Ada;1;2
5926;248898;Tidak Ada;1;2
5926;248899;Tidak Ada;1;2
5926;248900;Tidak Ada;1;2
5926;248901;Tidak Ada;1;2
5926;248902;Tidak Ada;1;2
5926;248903;Tidak Ada;1;2
5926;248904;Tidak Ada;1;2
5926;248905;Tidak Ada;1;2
5926;248906;Tidak Ada;1;2
5926;248907;Tidak Ada;1;2
141;6045;Tidak Ada;1;2
5926;248908;Tidak Ada;1;2
141;6046;Tidak Ada;1;2
141;5966;Tidak Ada;1;2
5926;248909;Tidak Ada;1;2
141;5967;Tidak Ada;1;2
5926;248910;Tidak Ada;1;2
141;5968;Tidak Ada;1;2
141;5969;Tidak Ada;1;2
141;5970;Tidak Ada;1;2
5967;250475;Tidak Ada;1;2
5967;250476;Tidak Ada;1;2
5967;250477;Tidak Ada;1;2
5967;250478;Tidak Ada;1;2
76;3279;Tidak Ada;1;2
5967;250479;Automatic Exchange of Information \(AEoI\);1;2
76;3280;Tidak Ada;1;2
5967;250480;Beritagar;1;2
5967;250481;Tidak Ada;1;2
203;8875;Tidak Ada;1;2
203;8876;Katadata;1;2
5967;250482;Ditjen Pajak;1;2
203;8877;BUMN;1;2
203;8878;Tidak Ada;1;2
5967;250483;AEoI;1;2
203;8879;Kementerian Koordinator Bidang Perekonomian;1;2
203;8880;BUMN;1;2
203;8881;Tidak Ada;1;2
293;12549;Tidak Ada;1;2
203;8882;Tidak Ada;1;2
293;12550;Tidak Ada;1;2
5967;250484;Tidak Ada;1;2
203;8883;BUMN;1;2
203;8884;Tidak Ada;1;2
293;12551;TII;1;2
293;12552;Tidak Ada;1;2
203;8885;Tidak Ada;1;2
293;12553;Tidak Ada;1;2
5967;250485;amnesti pajak;1;2
203;8886;Tidak Ada;1;2
293;12554;Tidak Ada;1;2
293;12555;Tidak Ada;1;2
203;8887;Tidak Ada;1;2
76;3281;Tidak Ada;1;2
293;12556;Tidak Ada;1;2
203;8888;Tidak Ada;1;2
293;12557;Tidak Ada;1;2
203;8889;Tidak Ada;1;2
293;12558;Tidak Ada;1;2
5967;250486;Tidak Ada;1;2
203;8890;Tidak Ada;1;2
293;12559;Tidak Ada;1;2
203;8891;Tidak Ada;1;2
293;12560;Tidak Ada;1;2
203;8892;Tidak Ada;1;2
5967;250487;Tidak Ada;1;2
293;12561;Tidak Ada;1;2
293;12562;Tidak Ada;1;2
293;12563;Tidak Ada;1;2
76;3282;Tidak Ada;1;2
293;12564;Transparansi Internasional Indonesia;1;2
76;3283;Tidak Ada;1;2
294;12565;Tidak Ada;1;2
76;3284;Tidak Ada;1;2
294;12566;Tidak Ada;1;2
203;8893;Tidak Ada;1;2
294;12567;Tidak Ada;1;2
96;4016;Tidak Ada;1;2
203;8894;Tidak Ada;1;2
203;8895;Tidak Ada;1;2
294;12569;Tidak Ada;1;2
5967;250488;AEoI;1;2
141;5971;Tidak Ada;1;2
294;12570;Tidak Ada;1;2
203;8896;Tidak Ada;1;2
294;12572;Tidak Ada;1;2
96;4017;Tidak Ada;1;2
203;8897;Tidak Ada;1;2
294;12573;Tidak Ada;1;2
203;8898;Tidak Ada;1;2
