"id_kuantitas";"id_berita";"id_kalimat";"kuantitas";"isValid";"id_submitter";"date_submit";"time_submit"
"1610";"5965";"250380";"Tidak Ada";"2";"70";"2018-09-04";"21:57:30"
"1611";"5965";"250381";"Tidak Ada";"2";"70";"2018-09-04";"22:02:28"
"1612";"5965";"250382";"Tidak Ada";"2";"70";"2018-09-04";"22:10:53"
"1613";"5965";"250383";"Tidak Ada";"2";"70";"2018-09-04";"22:11:42"
"1614";"5965";"250384";"Tidak Ada";"2";"70";"2018-09-04";"22:12:32"
"1615";"5965";"250385";"Tidak Ada";"2";"70";"2018-09-04";"22:13:10"
"1616";"5965";"250386";"Tidak Ada";"2";"70";"2018-09-04";"22:14:16"
"1617";"5965";"250387";"Tidak Ada";"2";"70";"2018-09-04";"22:15:05"
"1618";"5965";"250388";"Tidak Ada";"2";"70";"2018-09-04";"22:16:13"
"1619";"5965";"250389";"Tidak Ada";"2";"70";"2018-09-04";"22:19:17"
"1620";"5965";"250390";"Tidak Ada";"2";"70";"2018-09-04";"22:20:14"
"1621";"5965";"250391";"Tidak Ada";"2";"70";"2018-09-04";"22:21:52"
"1622";"5965";"250392";"Tidak Ada";"2";"70";"2018-09-04";"22:24:03"
"1623";"5965";"250393";"Tidak Ada";"2";"70";"2018-09-04";"22:24:39"
"1624";"5965";"250394";"Tidak Ada";"2";"70";"2018-09-04";"22:25:19"
"1625";"5965";"250395";"Tidak Ada";"2";"70";"2018-09-04";"22:26:17"
"1626";"5965";"250396";"Tidak Ada";"2";"70";"2018-09-04";"22:26:55"
"1627";"5965";"250397";"Tidak Ada";"2";"70";"2018-09-04";"22:28:06"
"1628";"5965";"250398";"Tidak Ada";"2";"70";"2018-09-04";"22:28:57"
"1629";"5965";"250399";"Tidak Ada";"2";"70";"2018-09-04";"22:30:02"
"1630";"5965";"250400";"Tidak Ada";"2";"70";"2018-09-04";"22:31:30"
"1631";"5965";"250401";"Tidak Ada";"2";"70";"2018-09-04";"22:32:21"
"1632";"5965";"250402";"Tidak Ada";"2";"70";"2018-09-04";"22:33:18"
"1633";"5965";"250403";"Tidak Ada";"2";"70";"2018-09-04";"22:34:15"
"1634";"5965";"250404";"Tidak Ada";"2";"70";"2018-09-04";"22:35:00"
"1635";"5965";"250405";"Tidak Ada";"2";"70";"2018-09-04";"22:36:11"
"1636";"5965";"250406";"Tidak Ada";"2";"70";"2018-09-04";"22:37:10"
"1637";"5965";"250407";"Tidak Ada";"2";"70";"2018-09-04";"22:38:06"
"1638";"5965";"250408";"Tidak Ada";"2";"70";"2018-09-04";"22:38:46"
"1639";"5965";"250409";"Tidak Ada";"2";"70";"2018-09-04";"22:39:25"
"1640";"5965";"250410";"Tidak Ada";"2";"70";"2018-09-04";"22:41:48"
"1641";"5960";"250192";"Tidak Ada";"2";"70";"2018-09-04";"22:42:48"
"1642";"5960";"250193";"Tidak Ada";"2";"70";"2018-09-04";"22:43:50"
"1643";"5960";"250194";"Tidak Ada";"2";"70";"2018-09-04";"22:44:51"
"1644";"5960";"250195";"Tidak Ada";"2";"70";"2018-09-04";"22:45:35"
"1645";"5960";"250196";"Tidak Ada";"2";"70";"2018-09-04";"22:46:33"
"1646";"5960";"250197";"Tidak Ada";"2";"70";"2018-09-04";"22:47:10"
"1647";"5960";"250198";"Tidak Ada";"2";"70";"2018-09-04";"22:47:46"
"1648";"5960";"250199";"Tidak Ada";"2";"70";"2018-09-04";"22:48:37"
"1649";"5960";"250200";"Tidak Ada";"2";"70";"2018-09-04";"22:49:34"
"1650";"5960";"250201";"Tidak Ada";"2";"70";"2018-09-04";"22:50:18"
"1651";"5960";"250202";"Tidak Ada";"2";"70";"2018-09-04";"22:51:02"
"1652";"5960";"250203";"Tidak Ada";"2";"70";"2018-09-04";"22:51:39"
"1653";"5960";"250204";"Tidak Ada";"2";"70";"2018-09-04";"22:52:41"
"1654";"5960";"250205";"Tidak Ada";"2";"70";"2018-09-04";"22:53:55"
"1655";"5960";"250206";"Tidak Ada";"2";"70";"2018-09-04";"22:55:04"
"1656";"262";"11385";"Tidak Ada";"2";"63";"2018-09-04";"23:51:13"
"1657";"262";"11386";"Tidak Ada";"2";"63";"2018-09-04";"23:52:17"
"1658";"262";"11387";"Tidak Ada";"2";"63";"2018-09-05";"00:08:31"
"1659";"262";"11388";"Tidak Ada";"2";"63";"2018-09-05";"00:10:13"
"1660";"222";"9449";"Tidak Ada";"2";"31";"2018-09-05";"00:11:15"
"1661";"262";"11389";"Tidak Ada";"2";"63";"2018-09-05";"00:12:13"
"1662";"262";"11390";"Tidak Ada";"2";"63";"2018-09-05";"00:12:56"
"1663";"262";"11391";"Tidak Ada";"2";"63";"2018-09-05";"00:13:43"
"1664";"262";"11392";"Tidak Ada";"2";"63";"2018-09-05";"00:14:12"
"1665";"351";"15088";"Tidak Ada";"2";"43";"2018-09-05";"11:06:12"
"1666";"351";"15089";"Tidak Ada";"2";"43";"2018-09-05";"11:10:15"
"1667";"207";"9014";"Tidak Ada";"2";"33";"2018-09-05";"12:34:23"
"1668";"207";"9015";"Tidak Ada";"2";"33";"2018-09-05";"12:35:31"
"1669";"207";"9016";"Tidak Ada";"2";"33";"2018-09-05";"12:36:46"
"1670";"207";"8987";"Tidak Ada";"2";"33";"2018-09-05";"12:39:28"
"1671";"207";"8988";"Tidak Ada";"2";"33";"2018-09-05";"12:41:27"
"1672";"207";"8989";"Tidak Ada";"2";"33";"2018-09-05";"12:42:39"
"1673";"207";"8990";"Tidak Ada";"2";"33";"2018-09-05";"12:43:40"
"1674";"207";"8991";"Tidak Ada";"2";"33";"2018-09-05";"12:45:29"
"1675";"207";"8992";"Tidak Ada";"2";"33";"2018-09-05";"12:48:01"
"1676";"207";"8993";"Tidak Ada";"2";"33";"2018-09-05";"12:49:52"
"1677";"207";"8994";"Tidak Ada";"2";"33";"2018-09-05";"12:52:06"
"1678";"207";"8995";"Tidak Ada";"2";"33";"2018-09-05";"12:55:10"
"1679";"207";"8996";"Tidak Ada";"2";"33";"2018-09-05";"13:00:26"
"1680";"207";"8997";"Tidak Ada";"2";"33";"2018-09-05";"13:03:30"
"1681";"207";"8998";"Tidak Ada";"2";"33";"2018-09-05";"13:04:18"
"1682";"207";"8999";"Tidak Ada";"2";"33";"2018-09-05";"13:05:06"
"1683";"207";"9000";"Tidak Ada";"2";"33";"2018-09-05";"13:09:57"
"1684";"207";"9001";"Tidak Ada";"2";"33";"2018-09-05";"13:11:50"
"1685";"207";"9002";"Tidak Ada";"2";"33";"2018-09-05";"13:12:44"
"1686";"207";"9003";"Tidak Ada";"2";"33";"2018-09-05";"13:13:21"
"1687";"207";"9004";"Tidak Ada";"2";"33";"2018-09-05";"13:14:27"
"1688";"35";"1577";"tiga";"2";"34";"2018-09-05";"13:15:21"
"1689";"267";"11617";"Tidak Ada";"2";"62";"2018-09-05";"13:15:42"
"1690";"207";"9005";"Tidak Ada";"2";"33";"2018-09-05";"13:16:37"
"1691";"207";"9006";"Tidak Ada";"2";"33";"2018-09-05";"13:17:53"
"1692";"35";"1578";"tujuh";"2";"34";"2018-09-05";"13:20:30"
"1693";"200";"8748";"Tidak Ada";"2";"33";"2018-09-05";"13:20:42"
"1694";"267";"11617";"Tidak Ada";"2";"67";"2018-09-05";"13:20:53"
"1695";"35";"1579";"Tidak Ada";"2";"34";"2018-09-05";"13:23:01"
"1696";"200";"8749";"Tidak Ada";"2";"33";"2018-09-05";"13:23:48"
"1697";"267";"11618";"Tidak Ada";"2";"62";"2018-09-05";"13:23:49"
"1698";"267";"11618";"Tidak Ada";"2";"67";"2018-09-05";"13:24:34"
"1699";"200";"8750";"Tidak Ada";"2";"33";"2018-09-05";"13:24:39"
"1700";"35";"1580";"Tidak Ada";"2";"34";"2018-09-05";"13:25:01"
"1701";"200";"8751";"Tidak Ada";"2";"33";"2018-09-05";"13:26:46"
"1702";"267";"11619";"Tidak Ada";"2";"67";"2018-09-05";"13:27:14"
"1703";"35";"1581";"Tidak Ada";"2";"34";"2018-09-05";"13:27:28"
"1704";"267";"11619";"Tidak Ada";"2";"62";"2018-09-05";"13:27:41"
"1705";"35";"1582";"20MP";"2";"34";"2018-09-05";"13:29:16"
"1706";"267";"11620";"Tidak Ada";"2";"67";"2018-09-05";"13:30:27"
"1707";"200";"8752";"Tidak Ada";"2";"33";"2018-09-05";"13:30:44"
"1708";"35";"1583";"Tidak Ada";"2";"34";"2018-09-05";"13:30:52"
"1709";"35";"1584";"Tidak Ada";"2";"34";"2018-09-05";"13:32:04"
"1710";"200";"8753";"Tidak Ada";"2";"33";"2018-09-05";"13:32:36"
"1711";"267";"11620";"Tidak Ada";"2";"62";"2018-09-05";"13:32:53"
"1712";"35";"1585";"Tidak Ada";"2";"34";"2018-09-05";"13:32:57"
"1713";"200";"8754";"Tidak Ada";"2";"33";"2018-09-05";"13:33:18"
"1714";"35";"1586";"Tidak Ada";"2";"34";"2018-09-05";"13:34:03"
"1715";"71";"3134";"Tidak Ada";"2";"45";"2018-09-05";"13:34:41"
"1716";"267";"11621";"Tidak Ada";"2";"67";"2018-09-05";"13:34:58"
"1717";"267";"11621";"Tidak Ada";"2";"62";"2018-09-05";"13:34:58"
"1718";"200";"8755";"Tidak Ada";"2";"33";"2018-09-05";"13:34:59"
"1719";"35";"1587";"Tidak Ada";"2";"34";"2018-09-05";"13:35:00"
"1720";"35";"1588";"300";"2";"34";"2018-09-05";"13:37:08"
"1721";"200";"8728";"Tidak Ada";"2";"33";"2018-09-05";"13:37:39"
"1722";"200";"8729";"Tidak Ada";"2";"33";"2018-09-05";"13:38:28"
"1723";"35";"1589";"Tidak Ada";"2";"34";"2018-09-05";"13:38:54"
"1724";"267";"11592";"Tidak Ada";"2";"62";"2018-09-05";"13:39:21"
"1725";"200";"8730";"Tidak Ada";"2";"33";"2018-09-05";"13:39:29"
"1726";"267";"11592";"Tidak Ada";"2";"67";"2018-09-05";"13:39:32"
"1727";"98";"4070";"Tidak Ada";"2";"52";"2018-09-05";"13:39:59"
"1728";"35";"1590";"Tidak Ada";"2";"34";"2018-09-05";"13:40:07"
"1729";"200";"8731";"Tidak Ada";"2";"33";"2018-09-05";"13:40:36"
"1730";"35";"1591";"setahun";"2";"34";"2018-09-05";"13:40:40"
"1731";"200";"8732";"Tidak Ada";"2";"33";"2018-09-05";"13:41:15"
"1732";"200";"8733";"Tidak Ada";"2";"33";"2018-09-05";"13:41:59"
"1733";"267";"11593";"Tidak Ada";"2";"62";"2018-09-05";"13:42:09"
"1734";"192";"8370";"Tidak Ada";"2";"34";"2018-09-05";"13:42:12"
"1735";"267";"11593";"Tidak Ada";"2";"67";"2018-09-05";"13:42:25"
"1736";"200";"8734";"Tidak Ada";"2";"33";"2018-09-05";"13:42:46"
"1737";"192";"8371";"Tidak Ada";"2";"34";"2018-09-05";"13:43:18"
"1738";"192";"8372";"Tidak Ada";"2";"34";"2018-09-05";"13:43:53"
"1739";"267";"11595";"Tidak Ada";"2";"67";"2018-09-05";"13:44:25"
"1740";"200";"8735";"Tidak Ada";"2";"33";"2018-09-05";"13:45:04"
"1741";"267";"11595";"Tidak Ada";"2";"62";"2018-09-05";"13:45:32"
"1742";"192";"8373";"Tidak Ada";"2";"34";"2018-09-05";"13:45:35"
"1743";"200";"8736";"Tidak Ada";"2";"33";"2018-09-05";"13:46:00"
"1744";"267";"11596";"Tidak Ada";"2";"67";"2018-09-05";"13:46:00"
"1745";"267";"11596";"Tidak Ada";"2";"62";"2018-09-05";"13:47:42"
"1746";"192";"8374";"Tidak Ada";"2";"34";"2018-09-05";"13:47:42"
"1747";"200";"8737";"Tidak Ada";"2";"33";"2018-09-05";"13:47:45"
"1748";"98";"4071";"Tidak Ada";"2";"52";"2018-09-05";"13:49:12"
"1749";"192";"8375";"Tidak Ada";"2";"34";"2018-09-05";"13:49:20"
"1750";"192";"8375";"Tidak Ada";"2";"34";"2018-09-05";"13:49:21"
"1751";"267";"11597";"Tidak Ada";"2";"62";"2018-09-05";"13:49:56"
"1752";"200";"8738";"Tidak Ada";"2";"33";"2018-09-05";"13:50:13"
"1753";"192";"8376";"Tidak Ada";"2";"34";"2018-09-05";"13:50:22"
"1754";"267";"11597";"Tidak Ada";"2";"67";"2018-09-05";"13:50:54"
"1755";"98";"4072";"Tidak Ada";"2";"52";"2018-09-05";"13:51:13"
"1756";"200";"8739";"Tidak Ada";"2";"33";"2018-09-05";"13:52:12"
"1757";"267";"11600";"Tidak Ada";"2";"67";"2018-09-05";"13:52:19"
"1758";"98";"4073";"Tidak Ada";"2";"52";"2018-09-05";"13:52:41"
"1759";"200";"8740";"Tidak Ada";"2";"33";"2018-09-05";"13:53:16"
"1760";"267";"11601";"Tidak Ada";"2";"67";"2018-09-05";"13:54:02"
"1761";"192";"8377";"Tidak Ada";"2";"34";"2018-09-05";"13:54:06"
"1762";"267";"11600";"Tidak Ada";"2";"62";"2018-09-05";"13:54:10"
"1763";"98";"4025";"Tidak Ada";"2";"52";"2018-09-05";"13:54:26"
"1764";"200";"8741";"Tidak Ada";"2";"33";"2018-09-05";"13:55:03"
"1765";"200";"8742";"Tidak Ada";"2";"33";"2018-09-05";"13:56:02"
"1766";"192";"8378";"Tidak Ada";"2";"34";"2018-09-05";"13:56:03"
"1767";"267";"11603";"Tidak Ada";"2";"62";"2018-09-05";"13:56:31"
"1768";"267";"11603";"Tidak Ada";"2";"67";"2018-09-05";"13:57:03"
"1769";"192";"8379";"Tidak Ada";"2";"34";"2018-09-05";"13:57:07"
"1770";"200";"8743";"Tidak Ada";"2";"33";"2018-09-05";"13:57:25"
"1771";"98";"4027";"Tidak Ada";"2";"52";"2018-09-05";"13:58:18"
"1772";"192";"8380";"6";"2";"34";"2018-09-05";"13:59:02"
"1773";"267";"11604";"Tidak Ada";"2";"67";"2018-09-05";"13:59:13"
"1774";"192";"8380";"6";"2";"62";"2018-09-05";"14:01:02"
"1775";"192";"8381";"260";"2";"34";"2018-09-05";"14:01:29"
"1776";"267";"11605";"Tidak Ada";"2";"67";"2018-09-05";"14:01:44"
"1777";"98";"4028";"Tidak Ada";"2";"52";"2018-09-05";"14:03:05"
"1778";"267";"11606";"Tidak Ada";"2";"67";"2018-09-05";"14:03:37"
"1779";"192";"8382";"Tidak Ada";"2";"34";"2018-09-05";"14:04:00"
"1780";"98";"4029";"Tidak Ada";"2";"52";"2018-09-05";"14:04:02"
"1781";"267";"11608";"Tidak Ada";"2";"67";"2018-09-05";"14:05:00"
"1782";"98";"4030";"Tidak Ada";"2";"52";"2018-09-05";"14:05:36"
"1783";"267";"11610";"Tidak Ada";"2";"67";"2018-09-05";"14:06:20"
"1784";"192";"8383";"Tidak Ada";"2";"34";"2018-09-05";"14:06:56"
"1785";"267";"11622";"Tidak Ada";"2";"67";"2018-09-05";"14:07:47"
"1786";"98";"4031";"Tidak Ada";"2";"52";"2018-09-05";"14:08:56"
"1787";"192";"8384";"Tidak Ada";"2";"34";"2018-09-05";"14:08:58"
"1788";"98";"4032";"Tidak Ada";"2";"52";"2018-09-05";"14:10:10"
"1789";"98";"4032";"Tidak Ada";"2";"52";"2018-09-05";"14:10:10"
"1790";"267";"11623";"Tidak Ada";"2";"67";"2018-09-05";"14:11:08"
"1791";"192";"8385";"Tidak Ada";"2";"34";"2018-09-05";"14:11:31"
"1792";"98";"4033";"200";"2";"52";"2018-09-05";"14:11:48"
"1793";"267";"11624";"Tidak Ada";"2";"67";"2018-09-05";"14:13:07"
"1794";"98";"4035";"Tidak Ada";"2";"52";"2018-09-05";"14:13:12"
"1795";"267";"11625";"Tidak Ada";"2";"67";"2018-09-05";"14:14:25"
"1796";"98";"4036";"Tidak Ada";"2";"52";"2018-09-05";"14:16:02"
"1797";"98";"4037";"Tidak Ada";"2";"52";"2018-09-05";"14:17:07"
"1798";"267";"11626";"Tidak Ada";"2";"67";"2018-09-05";"14:17:30"
"1799";"192";"8386";"251";"2";"34";"2018-09-05";"14:18:14"
"1800";"192";"8387";"Tidak Ada";"2";"34";"2018-09-05";"14:19:44"
"1801";"98";"4040";"Tidak Ada";"2";"52";"2018-09-05";"14:19:49"
"1802";"267";"11627";"Tidak Ada";"2";"67";"2018-09-05";"14:20:30"
"1803";"192";"8388";"90";"2";"34";"2018-09-05";"14:22:07"
"1804";"267";"11628";"Tidak Ada";"2";"67";"2018-09-05";"14:22:09"
"1805";"267";"11629";"Tidak Ada";"2";"67";"2018-09-05";"14:23:59"
"1806";"267";"11604";"Tidak Ada";"2";"62";"2018-09-05";"14:24:37"
"1807";"192";"8389";"Tidak Ada";"2";"34";"2018-09-05";"14:26:30"
"1808";"267";"11630";"Tidak Ada";"2";"67";"2018-09-05";"14:26:59"
"1809";"98";"4041";"Tidak Ada";"2";"52";"2018-09-05";"14:28:12"
"1810";"267";"11627";"Tidak Ada";"2";"65";"2018-09-05";"14:28:30"
"1811";"267";"11632";"Tidak Ada";"2";"67";"2018-09-05";"14:28:40"
"1812";"192";"8390";"Tidak Ada";"2";"34";"2018-09-05";"14:29:57"
"1813";"98";"4042";"Tidak Ada";"2";"52";"2018-09-05";"14:30:26"
"1814";"192";"8391";"Tidak Ada";"2";"34";"2018-09-05";"14:31:17"
"1815";"98";"4043";"Tidak Ada";"2";"52";"2018-09-05";"14:33:10"
"1816";"192";"8392";"Tidak Ada";"2";"34";"2018-09-05";"14:33:46"
"1817";"203";"8869";"Tidak Ada";"2";"62";"2018-09-05";"14:35:31"
"1818";"98";"4044";"Tidak Ada";"2";"52";"2018-09-05";"14:37:58"
"1819";"98";"4045";"Tidak Ada";"2";"52";"2018-09-05";"14:39:02"
"1820";"98";"4046";"Tidak Ada";"2";"52";"2018-09-05";"14:40:08"
"1821";"203";"8870";"Tidak Ada";"2";"62";"2018-09-05";"14:41:03"
"1822";"192";"8393";"50";"2";"34";"2018-09-05";"14:41:59"
"1823";"98";"4047";"Tidak Ada";"2";"52";"2018-09-05";"14:43:42"
"1824";"98";"4048";"Tidak Ada";"2";"52";"2018-09-05";"14:44:45"
"1825";"192";"8394";"Tidak Ada";"2";"34";"2018-09-05";"14:45:26"
"1826";"98";"4049";"Tidak Ada";"2";"52";"2018-09-05";"14:46:06"
"1827";"203";"8871";"Tidak Ada";"2";"62";"2018-09-05";"14:46:20"
"1828";"98";"4050";"Tidak Ada";"2";"52";"2018-09-05";"14:47:05"
"1829";"203";"8872";"Tidak Ada";"2";"62";"2018-09-05";"14:47:42"
"1830";"98";"4051";"Tidak Ada";"2";"52";"2018-09-05";"14:48:12"
"1831";"98";"4052";"Tidak Ada";"2";"52";"2018-09-05";"14:49:37"
"1832";"98";"4053";"Tidak Ada";"2";"52";"2018-09-05";"14:50:32"
"1833";"98";"4054";"Tidak Ada";"2";"52";"2018-09-05";"14:52:04"
"1834";"98";"4055";"Tidak Ada";"2";"52";"2018-09-05";"14:53:32"
"1835";"192";"8395";"Tidak Ada";"2";"34";"2018-09-05";"14:53:35"
"1836";"203";"8873";"Tidak Ada";"2";"62";"2018-09-05";"15:00:29"
"1837";"203";"8874";"Tidak Ada";"2";"67";"2018-09-05";"15:02:41"
"1838";"284";"12246";"Tidak Ada";"2";"67";"2018-09-05";"15:11:24"
"1839";"284";"12247";"Tidak Ada";"2";"67";"2018-09-05";"15:13:47"
"1840";"284";"12248";"Tidak Ada";"2";"67";"2018-09-05";"15:16:54"
"1841";"284";"12249";"Tidak Ada";"2";"67";"2018-09-05";"15:19:21"
"1842";"284";"12250";"Tidak Ada";"2";"67";"2018-09-05";"15:20:55"
"1843";"284";"12251";"Tidak Ada";"2";"67";"2018-09-05";"15:21:44"
"1844";"289";"12407";"Tidak Ada";"2";"67";"2018-09-05";"15:22:48"
"1845";"289";"12408";"Tidak Ada";"2";"67";"2018-09-05";"15:24:06"
"1846";"289";"12409";"Tidak Ada";"2";"67";"2018-09-05";"15:25:03"
"1847";"289";"12410";"Tidak Ada";"2";"67";"2018-09-05";"15:26:08"
"1848";"289";"12411";"Tidak Ada";"2";"67";"2018-09-05";"15:27:05"
"1849";"289";"12412";"Tidak Ada";"2";"67";"2018-09-05";"15:27:58"
"1850";"289";"12413";"Tidak Ada";"2";"67";"2018-09-05";"15:29:16"
"1851";"200";"8744";"Tidak Ada";"2";"33";"2018-09-05";"17:53:56"
"1852";"200";"8745";"Tidak Ada";"2";"33";"2018-09-05";"17:54:36"
"1853";"200";"8746";"Tidak Ada";"2";"33";"2018-09-05";"17:55:37"
"1854";"200";"8747";"Tidak Ada";"2";"33";"2018-09-05";"18:01:36"
"1855";"204";"8942";"Tidak Ada";"2";"33";"2018-09-05";"18:03:08"
"1856";"204";"8943";"Tidak Ada";"2";"33";"2018-09-05";"18:04:42"
"1857";"204";"8902";"Tidak Ada";"2";"33";"2018-09-05";"18:08:27"
"1858";"204";"8903";"Tidak Ada";"2";"33";"2018-09-05";"18:09:50"
"1859";"204";"8904";"Tidak Ada";"2";"33";"2018-09-05";"18:17:36"
"1860";"204";"8905";"Tidak Ada";"2";"33";"2018-09-05";"18:19:02"
"1861";"204";"8906";"Tidak Ada";"2";"33";"2018-09-05";"18:20:54"
"1862";"204";"8907";"Tidak Ada";"2";"33";"2018-09-05";"18:24:12"
"1863";"98";"4056";"Tidak Ada";"2";"52";"2018-09-05";"18:52:18"
"1864";"98";"4057";"Tidak Ada";"2";"52";"2018-09-05";"18:54:09"
"1865";"98";"4058";"Tidak Ada";"2";"52";"2018-09-05";"18:54:57"
"1866";"98";"4059";"Tidak Ada";"2";"52";"2018-09-05";"18:55:48"
"1867";"98";"4060";"Tidak Ada";"2";"52";"2018-09-05";"18:56:36"
"1868";"98";"4061";"Tidak Ada";"2";"52";"2018-09-05";"19:03:19"
"1869";"98";"4062";"Tidak Ada";"2";"52";"2018-09-05";"19:04:12"
"1870";"98";"4064";"Tidak Ada";"2";"52";"2018-09-05";"19:05:11"
"1871";"98";"4065";"Tidak Ada";"2";"52";"2018-09-05";"19:06:27"
"1872";"98";"4066";"Tidak Ada";"2";"52";"2018-09-05";"19:09:10"
"1873";"98";"4067";"Tidak Ada";"2";"52";"2018-09-05";"19:09:49"
"1874";"98";"4068";"Tidak Ada";"2";"52";"2018-09-05";"19:10:56"
"1875";"98";"4069";"Tidak Ada";"2";"52";"2018-09-05";"19:12:56"
"1876";"139";"5944";"Tidak Ada";"2";"52";"2018-09-05";"19:13:43"
"1877";"147";"6365";"Tidak Ada";"2";"52";"2018-09-05";"19:17:50"
"1878";"147";"6366";"Tidak Ada";"2";"52";"2018-09-05";"19:22:57"
"1879";"147";"6367";"Tidak Ada";"2";"52";"2018-09-05";"19:28:19"
"1880";"147";"6371";"Tidak Ada";"2";"52";"2018-09-05";"19:29:52"
"1881";"147";"6372";"Tidak Ada";"2";"52";"2018-09-05";"19:33:47"
"1882";"147";"6320";"Tidak Ada";"2";"52";"2018-09-05";"19:37:19"
"1883";"147";"6321";"Tidak Ada";"2";"52";"2018-09-05";"19:39:31"
"1884";"147";"6322";"Tidak Ada";"2";"52";"2018-09-05";"19:40:42"
"1885";"147";"6323";"Tidak Ada";"2";"52";"2018-09-05";"19:59:05"
"1886";"147";"6324";"Tidak Ada";"2";"52";"2018-09-05";"20:00:42"
"1887";"147";"6326";"Tidak Ada";"2";"52";"2018-09-05";"20:04:53"
"1888";"244";"10622";"satu mesin Electronic Data Capture (EDC)";"2";"65";"2018-09-05";"20:55:37"
"1889";"289";"12414";"Tidak Ada";"2";"67";"2018-09-05";"21:16:22"
"1890";"289";"12415";"Tidak Ada";"2";"67";"2018-09-05";"21:20:05"
"1891";"289";"12416";"Tidak Ada";"2";"67";"2018-09-05";"21:20:59"
"1892";"289";"12417";"Tidak Ada";"2";"67";"2018-09-05";"21:21:52"
"1893";"289";"12418";"Tidak Ada";"2";"67";"2018-09-05";"21:25:33"
"1894";"289";"12419";"Tidak Ada";"2";"67";"2018-09-05";"21:26:51"
"1895";"289";"12420";"Tidak Ada";"2";"67";"2018-09-05";"21:27:55"
"1896";"289";"12421";"Tidak Ada";"2";"67";"2018-09-05";"21:28:59"
"1897";"289";"12422";"Tidak Ada";"2";"67";"2018-09-05";"21:29:58"
"1898";"289";"12423";"Tidak Ada";"2";"67";"2018-09-05";"21:30:33"
"1899";"289";"12424";"Tidak Ada";"2";"67";"2018-09-05";"21:31:18"
"1900";"289";"12425";"Tidak Ada";"2";"67";"2018-09-05";"21:32:30"
"1901";"289";"12426";"Tidak Ada";"2";"67";"2018-09-05";"21:33:10"
"1902";"289";"12427";"Tidak Ada";"2";"67";"2018-09-05";"21:33:52"
"1903";"244";"10623";"Tidak Ada";"2";"65";"2018-09-05";"21:34:46"
"1904";"244";"10624";"Enam BUMN";"2";"65";"2018-09-05";"21:38:20"
"1905";"289";"12428";"Tidak Ada";"2";"67";"2018-09-05";"21:38:59"
"1906";"289";"12429";"Tidak Ada";"2";"67";"2018-09-05";"21:41:04"
"1907";"244";"10625";"Tidak Ada";"2";"65";"2018-09-05";"21:41:48"
"1908";"289";"12430";"Tidak Ada";"2";"67";"2018-09-05";"21:43:29"
"1909";"289";"12431";"Tidak Ada";"2";"67";"2018-09-05";"21:44:11"
"1910";"289";"12432";"Tidak Ada";"2";"67";"2018-09-05";"21:47:10"
"1911";"293";"12534";"Tidak Ada";"2";"67";"2018-09-05";"21:50:40"
"1912";"293";"12535";"Tidak Ada";"2";"67";"2018-09-05";"21:51:46"
"1913";"293";"12536";"Tidak Ada";"2";"67";"2018-09-05";"21:52:36"
"1914";"293";"12537";"Tidak Ada";"2";"67";"2018-09-05";"21:54:09"
"1915";"293";"12538";"Tidak Ada";"2";"67";"2018-09-05";"21:56:27"
"1916";"293";"12539";"Tidak Ada";"2";"67";"2018-09-05";"21:58:20"
"1917";"293";"12540";"Tidak Ada";"2";"67";"2018-09-05";"21:59:51"
"1918";"293";"12540";"Tidak Ada";"2";"67";"2018-09-05";"21:59:52"
"1919";"293";"12541";"Tidak Ada";"2";"67";"2018-09-05";"22:05:11"
"1920";"293";"12542";"Tidak Ada";"2";"67";"2018-09-05";"22:06:09"
"1921";"293";"12543";"Tidak Ada";"2";"67";"2018-09-05";"22:09:48"
"1922";"293";"12544";"Tidak Ada";"2";"67";"2018-09-05";"22:10:33"
"1923";"293";"12545";"Tidak Ada";"2";"67";"2018-09-05";"22:11:18"
"1924";"293";"12546";"Tidak Ada";"2";"67";"2018-09-05";"22:12:26"
"1925";"293";"12547";"Tidak Ada";"2";"67";"2018-09-05";"22:13:10"
"1926";"293";"12548";"Tidak Ada";"2";"67";"2018-09-05";"22:15:28"
"1927";"244";"10626";"enam bank";"2";"65";"2018-09-06";"00:35:46"
"1928";"244";"10627";"Tidak Ada";"2";"65";"2018-09-06";"00:36:31"
"1929";"244";"10628";"satu";"2";"65";"2018-09-06";"00:38:58"
"1930";"244";"10629";"Tidak Ada";"2";"65";"2018-09-06";"00:39:50"
"1931";"244";"10630";"400 ribu";"2";"65";"2018-09-06";"00:42:00"
"1932";"244";"10630";"200 ribu";"2";"65";"2018-09-06";"00:42:16"
"1933";"244";"10630";"120 ribu";"2";"65";"2018-09-06";"00:42:22"
"1934";"244";"10630";"100 ribu";"2";"65";"2018-09-06";"00:42:28"
"1935";"244";"10631";"enam perusahaan";"2";"65";"2018-09-06";"00:44:38"
"1936";"244";"10631";"10 ribu";"2";"65";"2018-09-06";"00:44:51"
"1937";"244";"10632";"4.400 mesin";"2";"65";"2018-09-06";"00:46:16"
"1938";"244";"10632";"1.500 mesin";"2";"65";"2018-09-06";"00:46:39"
"1939";"244";"10633";"Tidak Ada";"2";"65";"2018-09-06";"00:47:45"
"1940";"244";"10634";"Tidak Ada";"2";"65";"2018-09-06";"00:49:05"
"1941";"244";"10635";"000";"2";"65";"2018-09-06";"00:50:22"
