"id_organisasi";"id_berita";"id_kalimat";"nama_organisasi";"isCorrect";"isValid";"id_submitter";"date_submit";"time_submit"
"1677";"200";"8737";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:47:18"
"1678";"192";"8374";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:48:18"
"1679";"200";"8738";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:49:11"
"1680";"267";"11597";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:49:21"
"1681";"98";"4072";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:49:35"
"1682";"192";"8375";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:49:44"
"1683";"267";"11597";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:50:07"
"1684";"192";"8376";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:51:01"
"1685";"200";"8739";"KPK";"1";"2";"33";"2018-09-05";"13:51:08"
"1686";"267";"11600";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:51:50"
"1687";"267";"11600";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:51:50"
"1688";"98";"4073";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:51:59"
"1689";"200";"8740";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:52:53"
"1690";"98";"4025";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:53:13"
"1691";"267";"11601";"Kantor berita AFP";"1";"2";"67";"2018-09-05";"13:53:36"
"1692";"267";"11600";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:53:39"
"1693";"192";"8377";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:54:21"
"1694";"200";"8741";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:54:39"
"1695";"200";"8742";"KPK";"1";"2";"33";"2018-09-05";"13:55:39"
"1696";"192";"8378";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:55:54"
"1697";"267";"11603";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:56:07"
"1698";"267";"11603";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:56:09"
"1699";"192";"8379";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:57:00"
"1700";"200";"8743";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:57:02"
"1701";"98";"4027";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:57:26"
"1702";"267";"11604";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:58:45"
"1703";"98";"4028";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:59:45"
"1704";"192";"8380";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:59:55"
"1705";"267";"11605";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:01:09"
"1706";"192";"8380";"Tidak Ada";"1";"2";"62";"2018-09-05";"14:01:35"
"1707";"192";"8381";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:02:10"
"1708";"267";"11606";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:03:10"
"1709";"98";"4029";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:03:25"
"1710";"267";"11608";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:04:29"
"1711";"192";"8382";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:04:43"
"1712";"98";"4030";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:04:44"
"1713";"267";"11610";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:05:45"
"1714";"267";"11622";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:07:19"
"1715";"192";"8383";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:08:00"
"1716";"98";"4031";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:08:05"
"1717";"192";"8384";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:08:49"
"1718";"98";"4032";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:09:31"
"1719";"267";"11623";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:09:32"
"1720";"98";"4033";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:10:36"
"1721";"192";"8385";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:11:52"
"1722";"98";"4035";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:12:26"
"1723";"267";"11624";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:12:26"
"1724";"267";"11625";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:13:54"
"1725";"98";"4036";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:15:16"
"1726";"267";"11626";"PBB";"1";"2";"67";"2018-09-05";"14:16:13"
"1727";"98";"4037";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:16:23"
"1728";"98";"4040";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:18:19"
"1729";"192";"8386";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:18:37"
"1730";"267";"11627";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:19:46"
"1731";"267";"11628";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:21:33"
"1732";"192";"8387";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:21:36"
"1733";"192";"8388";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:22:38"
"1734";"267";"11627";"militer";"1";"2";"65";"2018-09-05";"14:22:56"
"1735";"267";"11629";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:23:26"
"1736";"267";"11604";"Tidak Ada";"1";"2";"62";"2018-09-05";"14:23:59"
"1737";"267";"11630";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:25:38"
"1738";"98";"4041";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:27:25"
"1739";"192";"8389";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:27:33"
"1740";"267";"11632";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:27:56"
"1741";"192";"8390";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:28:56"
"1742";"98";"4042";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:29:01"
"1743";"192";"8391";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:31:06"
"1744";"98";"4043";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:31:50"
"1745";"192";"8392";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:34:29"
"1746";"98";"4044";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:35:18"
"1747";"203";"8869";"Tidak Ada";"1";"2";"62";"2018-09-05";"14:36:37"
"1748";"98";"4045";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:38:13"
"1749";"98";"4046";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:39:26"
"1750";"203";"8870";"Tidak Ada";"1";"2";"62";"2018-09-05";"14:40:03"
"1751";"192";"8393";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:42:31"
"1752";"98";"4047";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:42:46"
"1753";"98";"4048";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:44:02"
"1754";"203";"8871";"Tidak Ada";"1";"2";"62";"2018-09-05";"14:44:32"
"1755";"192";"8394";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:45:16"
"1756";"98";"4049";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:45:22"
"1757";"98";"4050";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:46:24"
"1758";"203";"8872";"Tidak Ada";"1";"2";"62";"2018-09-05";"14:47:18"
"1759";"98";"4051";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:47:25"
"1760";"98";"4052";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:48:55"
"1761";"98";"4053";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:49:56"
"1762";"98";"4054";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:51:22"
"1763";"98";"4055";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:52:41"
"1764";"192";"8395";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:53:50"
"1765";"203";"8873";"Tidak Ada";"1";"2";"62";"2018-09-05";"14:59:48"
"1766";"203";"8874";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:02:11"
"1767";"284";"12246";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:10:53"
"1768";"284";"12247";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:12:19"
"1769";"284";"12248";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:16:22"
"1770";"284";"12249";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:18:50"
"1771";"284";"12250";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:20:09"
"1772";"284";"12251";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:21:20"
"1773";"289";"12407";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:22:03"
"1774";"289";"12408";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:23:20"
"1775";"289";"12409";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:24:24"
"1776";"289";"12410";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:25:32"
"1777";"289";"12411";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:26:42"
"1778";"289";"12412";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:27:30"
"1779";"289";"12413";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:28:30"
"1780";"76";"3255";"Tidak Ada";"1";"2";"48";"2018-09-05";"16:34:39"
"1781";"200";"8744";"Tidak Ada";"1";"2";"33";"2018-09-05";"17:52:52"
"1782";"200";"8745";"Tidak Ada";"1";"2";"33";"2018-09-05";"17:54:53"
"1783";"200";"8746";"KPK";"1";"2";"33";"2018-09-05";"17:56:09"
"1784";"200";"8747";"Pengadilan HAM";"1";"2";"33";"2018-09-05";"18:00:53"
"1785";"200";"8747";"Pengadilan HAM Internasional";"1";"2";"33";"2018-09-05";"18:01:04"
"1786";"204";"8942";"Tidak Ada";"1";"2";"33";"2018-09-05";"18:02:32"
"1787";"204";"8943";"Tidak Ada";"1";"2";"33";"2018-09-05";"18:05:01"
"1788";"204";"8902";"Tidak Ada";"1";"2";"33";"2018-09-05";"18:08:00"
"1789";"204";"8903";"Tidak Ada";"1";"2";"33";"2018-09-05";"18:08:53"
"1790";"204";"8904";"Tidak Ada";"1";"2";"33";"2018-09-05";"18:17:10"
"1791";"204";"8905";"Tidak Ada";"1";"2";"33";"2018-09-05";"18:18:37"
"1792";"204";"8906";"Tidak Ada";"1";"2";"33";"2018-09-05";"18:20:30"
"1793";"204";"8907";"Tidak Ada";"1";"2";"33";"2018-09-05";"18:23:25"
"1794";"98";"4056";"Tidak Ada";"1";"2";"52";"2018-09-05";"18:51:44"
"1795";"98";"4057";"Tidak Ada";"1";"2";"52";"2018-09-05";"18:53:35"
"1796";"98";"4058";"Tidak Ada";"1";"2";"52";"2018-09-05";"18:54:30"
"1797";"98";"4059";"Tidak Ada";"1";"2";"52";"2018-09-05";"18:55:16"
"1798";"98";"4060";"Tidak Ada";"1";"2";"52";"2018-09-05";"18:56:10"
"1799";"98";"4061";"Tidak Ada";"1";"2";"52";"2018-09-05";"18:56:59"
"1800";"98";"4062";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:03:51"
"1801";"98";"4064";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:05:39"
"1802";"98";"4065";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:07:09"
"1803";"98";"4066";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:08:13"
"1804";"98";"4067";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:09:29"
"1805";"98";"4068";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:11:32"
"1806";"98";"4069";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:12:20"
"1807";"139";"5944";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:13:20"
"1808";"147";"6365";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:15:26"
"1809";"147";"6366";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:21:05"
"1810";"147";"6367";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:25:31"
"1811";"147";"6371";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:28:39"
"1812";"147";"6372";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:32:08"
"1813";"147";"6320";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:36:21"
"1814";"147";"6321";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:39:04"
"1815";"147";"6322";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:41:04"
"1816";"147";"6323";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:57:13"
"1817";"147";"6324";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:59:48"
"1818";"147";"6326";"Tidak Ada";"1";"2";"52";"2018-09-05";"20:03:34"
"1819";"244";"10622";"Tidak Ada";"1";"2";"65";"2018-09-05";"20:54:28"
"1820";"289";"12414";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:15:56"
"1821";"289";"12415";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:19:33"
"1822";"289";"12416";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:20:24"
"1823";"289";"12417";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:21:21"
"1824";"289";"12418";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:23:55"
"1825";"289";"12419";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:25:51"
"1826";"289";"12420";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:27:20"
"1827";"289";"12421";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:28:35"
"1828";"289";"12422";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:29:36"
"1829";"289";"12423";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:30:12"
"1830";"289";"12424";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:30:54"
"1831";"289";"12425";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:31:34"
"1832";"289";"12426";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:32:48"
"1833";"289";"12427";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:33:26"
"1834";"244";"10623";"Tidak Ada";"1";"2";"65";"2018-09-05";"21:34:22"
"1835";"244";"10624";"Tidak Ada";"1";"2";"65";"2018-09-05";"21:36:16"
"1836";"289";"12428";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:38:31"
"1837";"289";"12429";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:40:02"
"1838";"244";"10625";"Tidak Ada";"1";"2";"65";"2018-09-05";"21:41:15"
"1839";"289";"12430";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:42:44"
"1840";"289";"12431";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:43:49"
"1841";"289";"12431";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:43:49"
"1842";"289";"12432";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:44:50"
"1843";"293";"12534";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:47:56"
"1844";"293";"12535";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:51:04"
"1845";"293";"12536";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:52:08"
"1846";"293";"12537";"Transparansi Internasional Indonesia";"1";"2";"67";"2018-09-05";"21:53:31"
"1847";"293";"12538";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:55:34"
"1848";"293";"12539";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:57:39"
"1849";"293";"12540";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:59:17"
"1850";"293";"12541";"Tidak Ada";"1";"2";"67";"2018-09-05";"22:04:29"
"1851";"293";"12542";"TII";"1";"2";"67";"2018-09-05";"22:05:36"
"1852";"293";"12543";"Tidak Ada";"1";"2";"67";"2018-09-05";"22:09:18"
"1853";"293";"12544";"Tidak Ada";"1";"2";"67";"2018-09-05";"22:10:08"
"1854";"293";"12545";"Tidak Ada";"1";"2";"67";"2018-09-05";"22:10:55"
"1855";"293";"12546";"Tidak Ada";"1";"2";"67";"2018-09-05";"22:11:58"
"1856";"293";"12547";"Tidak Ada";"1";"2";"67";"2018-09-05";"22:12:45"
"1857";"293";"12548";"Tidak Ada";"1";"2";"67";"2018-09-05";"22:14:30"
"1858";"244";"10626";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:34:48"
"1859";"244";"10627";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:36:11"
"1860";"244";"10628";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:38:27"
"1861";"244";"10629";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:39:26"
"1862";"244";"10630";"BUMN";"1";"2";"65";"2018-09-06";"00:40:37"
"1863";"244";"10631";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:43:44"
"1864";"244";"10632";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:45:21"
"1865";"244";"10633";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:47:06"
"1866";"244";"10634";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:48:32"
"1867";"244";"10635";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:49:53"
"1868";"244";"10636";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:51:01"
"1869";"244";"10637";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:53:18"
"1870";"244";"10638";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:54:42"
"1871";"244";"10639";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:55:56"
"1872";"204";"8908";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:04:57"
"1873";"204";"8909";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:07:19"
"1874";"204";"8910";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:09:22"
"1875";"204";"8911";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:10:58"
"1876";"204";"8912";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:21:51"
"1877";"204";"8913";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:27:15"
"1878";"204";"8914";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:31:35"
"1879";"204";"8915";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:33:17"
"1880";"204";"8916";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:34:05"
"1881";"204";"8917";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:34:51"
"1882";"204";"8918";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:36:13"
"1883";"75";"3234";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:03:47"
"1884";"75";"3235";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:05:10"
"1885";"75";"3236";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:07:10"
"1886";"75";"3237";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:10:32"
"1887";"75";"3238";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:12:05"
"1888";"75";"3239";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:13:58"
"1889";"75";"3240";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:15:39"
"1890";"75";"3241";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:17:11"
"1891";"75";"3242";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:20:19"
"1892";"75";"3243";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:27:00"
"1893";"75";"3244";"Akademi Kepolisian";"1";"2";"42";"2018-09-06";"10:29:27"
"1894";"75";"3245";"Akpol";"1";"2";"42";"2018-09-06";"10:32:10"
"1895";"75";"3245";"Bintara AU";"1";"2";"42";"2018-09-06";"10:32:20"
"1896";"75";"3245";"TNI";"1";"2";"42";"2018-09-06";"10:32:26"
"1897";"192";"8396";"Tidak Ada";"1";"2";"34";"2018-09-06";"10:44:29"
"1898";"192";"8396";"Tidak Ada";"1";"2";"34";"2018-09-06";"10:44:30"
"1899";"147";"6327";"Tidak Ada";"1";"2";"52";"2018-09-06";"11:55:11"
"1900";"147";"6328";"Tidak Ada";"1";"2";"52";"2018-09-06";"11:59:30"
"1901";"147";"6329";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:01:34"
"1902";"147";"6331";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:04:47"
"1903";"147";"6332";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:05:21"
"1904";"147";"6333";"Partai Golkar";"1";"2";"52";"2018-09-06";"12:06:47"
"1905";"147";"6334";"Ditlantas Polda Metro Jaya";"1";"2";"52";"2018-09-06";"12:13:13"
"1906";"147";"6335";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:14:55"
"1907";"147";"6336";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:21:29"
"1908";"147";"6337";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:23:14"
"1909";"147";"6338";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:24:35"
"1910";"147";"6339";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:26:19"
"1911";"147";"6340";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:27:29"
"1912";"147";"6341";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:28:15"
"1913";"147";"6342";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:29:21"
"1914";"147";"6343";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:30:11"
"1915";"147";"6344";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:33:21"
"1916";"147";"6345";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:35:19"
"1917";"147";"6346";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:36:47"
"1918";"113";"4617";"Tidak Ada";"1";"2";"50";"2018-09-06";"14:08:03"
"1919";"76";"3256";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:35:06"
"1920";"76";"3257";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:37:19"
"1921";"76";"3258";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:37:59"
"1922";"76";"3259";"Associated Press";"1";"2";"48";"2018-09-06";"14:40:12"
"1923";"76";"3259";"The Independent";"1";"2";"48";"2018-09-06";"14:40:23"
"1924";"76";"3260";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:42:58"
"1925";"76";"3261";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:44:16"
"1926";"76";"3262";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:45:48"
"1927";"76";"3263";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:46:39"
"1928";"76";"3264";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:48:05"
"1929";"76";"3265";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:51:33"
"1930";"76";"3266";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:51:48"
"1931";"76";"3267";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:54:35"
"1932";"76";"3268";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:55:35"
"1933";"76";"3269";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:56:58"
"1934";"76";"3270";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:58:17"
"1935";"76";"3271";"Tidak Ada";"1";"2";"48";"2018-09-06";"15:02:59"
"1936";"76";"3272";"Tidak Ada";"1";"2";"48";"2018-09-06";"15:05:09"
"1937";"76";"3273";"Tidak Ada";"1";"2";"48";"2018-09-06";"15:07:26"
"1938";"76";"3274";"Tidak Ada";"1";"2";"48";"2018-09-06";"15:07:53"
"1939";"76";"3275";"Tidak Ada";"1";"2";"48";"2018-09-06";"15:10:33"
"1940";"76";"3276";"Tidak Ada";"1";"2";"48";"2018-09-06";"15:11:40"
"1941";"76";"3277";"Tidak Ada";"1";"2";"48";"2018-09-06";"15:13:34"
"1942";"76";"3278";"Tidak Ada";"1";"2";"48";"2018-09-06";"15:15:31"
"1943";"113";"4618";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:01:23"
"1944";"113";"4619";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:03:08"
"1945";"113";"4620";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:07:23"
"1946";"113";"4621";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:10:59"
"1947";"113";"4622";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:14:36"
"1948";"113";"4623";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:15:30"
"1949";"113";"4624";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:19:25"
"1950";"113";"4625";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:21:02"
"1951";"113";"4626";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:23:58"
"1952";"113";"4627";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:25:40"
"1953";"113";"4628";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:27:50"
"1954";"113";"4629";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:30:09"
"1955";"113";"4630";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:31:39"
"1956";"113";"4631";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:33:48"
"1957";"113";"4632";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:35:35"
"1958";"113";"4633";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:39:29"
"1959";"113";"4634";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:41:44"
"1960";"113";"4635";"Pariwisatasumut";"1";"2";"50";"2018-09-06";"16:47:25"
"1961";"113";"4636";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:49:52"
"1962";"113";"4637";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:57:32"
"1963";"113";"4638";"Tidak Ada";"1";"2";"50";"2018-09-06";"17:02:47"
"1964";"113";"4639";"Tidak Ada";"1";"2";"50";"2018-09-06";"17:05:34"
"1965";"113";"4640";"Tidak Ada";"1";"2";"50";"2018-09-06";"17:14:56"
"1966";"113";"4641";"Tidak Ada";"1";"2";"50";"2018-09-06";"17:19:00"
"1967";"113";"4642";"Tidak Ada";"1";"2";"50";"2018-09-06";"17:20:11"
"1968";"113";"4643";"Tidak Ada";"1";"2";"50";"2018-09-06";"17:22:51"
"1969";"113";"4644";"Tidak Ada";"1";"2";"50";"2018-09-06";"17:25:53"
"1970";"113";"4645";"Tidak Ada";"1";"2";"50";"2018-09-06";"17:27:22"
"1971";"113";"4646";"Tidak Ada";"1";"2";"50";"2018-09-06";"17:31:18"
"1972";"113";"4647";"Tidak Ada";"1";"2";"50";"2018-09-06";"17:37:30"
"1973";"113";"4648";"Tidak Ada";"1";"2";"50";"2018-09-06";"17:40:43"
"1974";"113";"4649";"Tidak Ada";"1";"2";"50";"2018-09-06";"17:44:48"
"1975";"113";"4650";"Tidak Ada";"1";"2";"50";"2018-09-06";"17:58:11"
"1976";"113";"4651";"Tidak Ada";"1";"2";"50";"2018-09-06";"18:00:23"
"1977";"113";"4652";"Tidak Ada";"1";"2";"50";"2018-09-06";"18:01:54"
"1978";"113";"4653";"Tidak Ada";"1";"2";"50";"2018-09-06";"18:05:45"
"1979";"113";"4654";"Tidak Ada";"1";"2";"50";"2018-09-06";"18:08:18"
"1980";"114";"4655";"Tidak Ada";"1";"2";"50";"2018-09-06";"18:14:30"
"1981";"114";"4656";"Tidak Ada";"1";"2";"50";"2018-09-06";"18:18:22"
"1982";"114";"4657";"Tidak Ada";"1";"2";"50";"2018-09-06";"18:21:12"
"1983";"204";"8919";"Tidak Ada";"1";"2";"71";"2018-09-06";"18:37:41"
"1984";"204";"8920";"Tidak Ada";"1";"2";"33";"2018-09-06";"18:40:42"
"1985";"27";"1251";"Tidak Ada";"1";"2";"39";"2018-09-06";"20:08:37"
