"id_perusahaan";"id_berita";"id_kalimat";"nama_perusahaan";"isCorrect";"isValid";"id_submitter";"date_submit";"time_submit"
"1602";"35";"1588";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:37:35"
"1603";"267";"11592";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:38:05"
"1604";"200";"8729";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:38:13"
"1605";"267";"11592";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:38:59"
"1606";"35";"1589";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:39:07"
"1607";"200";"8730";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:39:14"
"1608";"35";"1590";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:39:51"
"1609";"200";"8731";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:40:12"
"1610";"35";"1591";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:40:55"
"1611";"200";"8732";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:40:59"
"1612";"267";"11593";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:41:20"
"1613";"267";"11593";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:41:29"
"1614";"200";"8733";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:41:43"
"1615";"192";"8370";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:42:01"
"1616";"200";"8734";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:42:31"
"1617";"192";"8371";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:43:06"
"1618";"267";"11595";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:43:59"
"1619";"192";"8372";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:44:36"
"1620";"200";"8735";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:44:49"
"1621";"267";"11595";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:45:16"
"1622";"200";"8736";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:45:37"
"1623";"267";"11596";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:45:40"
"1624";"192";"8373";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:45:40"
"1625";"98";"4071";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:46:23"
"1626";"267";"11596";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:47:22"
"1627";"200";"8737";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:47:30"
"1628";"192";"8374";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:47:55"
"1629";"192";"8375";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:49:25"
"1630";"267";"11597";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:49:28"
"1631";"200";"8738";"RSCM";"1";"2";"33";"2018-09-05";"13:49:38"
"1632";"200";"8738";"RS Medika Permata Hijau";"1";"2";"33";"2018-09-05";"13:49:49"
"1633";"98";"4072";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:50:00"
"1634";"267";"11597";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:50:24"
"1635";"192";"8376";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:50:29"
"1636";"200";"8739";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:51:29"
"1637";"267";"11600";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:52:03"
"1638";"98";"4073";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:52:13"
"1639";"200";"8740";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:53:02"
"1640";"267";"11601";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:53:46"
"1641";"267";"11600";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:53:48"
"1642";"98";"4025";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:53:52"
"1643";"192";"8377";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:54:09"
"1644";"200";"8741";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:54:47"
"1645";"200";"8742";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:55:47"
"1646";"192";"8378";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:55:52"
"1647";"267";"11603";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:56:15"
"1648";"267";"11603";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:56:20"
"1649";"200";"8743";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:57:10"
"1650";"192";"8379";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:57:17"
"1651";"192";"8379";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:57:17"
"1652";"98";"4027";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:57:52"
"1653";"267";"11604";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:58:58"
"1654";"192";"8380";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:59:16"
"1655";"192";"8380";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:59:17"
"1656";"192";"8380";"Tidak Ada";"1";"2";"62";"2018-09-05";"14:01:22"
"1657";"267";"11605";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:01:24"
"1658";"192";"8381";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:02:02"
"1659";"98";"4028";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:02:20"
"1660";"267";"11606";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:03:19"
"1661";"98";"4029";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:03:38"
"1662";"192";"8382";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:04:20"
"1663";"267";"11608";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:04:44"
"1664";"98";"4030";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:05:12"
"1665";"267";"11610";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:05:54"
"1666";"192";"8383";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:07:14"
"1667";"267";"11622";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:07:28"
"1668";"98";"4031";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:08:32"
"1669";"192";"8384";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:09:42"
"1670";"98";"4032";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:09:46"
"1671";"98";"4033";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:10:50"
"1672";"267";"11623";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:10:52"
"1673";"192";"8385";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:11:44"
"1674";"267";"11624";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:12:36"
"1675";"98";"4035";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:12:51"
"1676";"267";"11625";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:14:09"
"1677";"98";"4036";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:15:40"
"1678";"98";"4037";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:16:45"
"1679";"267";"11626";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:17:10"
"1680";"192";"8386";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:18:28"
"1681";"98";"4040";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:19:16"
"1682";"267";"11627";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:20:00"
"1683";"192";"8387";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:21:30"
"1684";"267";"11628";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:21:49"
"1685";"192";"8388";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:22:26"
"1686";"267";"11629";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:23:40"
"1687";"267";"11604";"Tidak Ada";"1";"2";"62";"2018-09-05";"14:24:11"
"1688";"267";"11627";"Tidak Ada";"1";"2";"65";"2018-09-05";"14:24:31"
"1689";"267";"11630";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:25:56"
"1690";"192";"8389";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:27:22"
"1691";"98";"4041";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:27:44"
"1692";"267";"11632";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:28:09"
"1693";"192";"8390";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:29:06"
"1694";"98";"4042";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:29:30"
"1695";"192";"8391";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:31:43"
"1696";"98";"4043";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:32:06"
"1697";"192";"8392";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:34:15"
"1698";"203";"8869";"Tidak Ada";"1";"2";"62";"2018-09-05";"14:36:10"
"1699";"98";"4044";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:37:31"
"1700";"98";"4045";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:38:39"
"1701";"98";"4046";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:39:44"
"1702";"203";"8870";"Tidak Ada";"1";"2";"62";"2018-09-05";"14:40:16"
"1703";"192";"8393";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:42:19"
"1704";"98";"4047";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:43:01"
"1705";"98";"4048";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:44:22"
"1706";"192";"8394";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:45:39"
"1707";"98";"4049";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:45:42"
"1708";"203";"8871";"Tidak Ada";"1";"2";"62";"2018-09-05";"14:46:08"
"1709";"98";"4050";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:46:44"
"1710";"203";"8872";"Tidak Ada";"1";"2";"62";"2018-09-05";"14:47:24"
"1711";"98";"4051";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:47:50"
"1712";"98";"4052";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:49:15"
"1713";"98";"4053";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:50:13"
"1714";"98";"4054";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:51:40"
"1715";"98";"4055";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:53:10"
"1716";"192";"8395";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:53:46"
"1717";"203";"8873";"Tidak Ada";"1";"2";"62";"2018-09-05";"15:00:06"
"1718";"203";"8874";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:02:21"
"1719";"284";"12246";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:11:05"
"1720";"284";"12247";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:13:32"
"1721";"284";"12248";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:16:40"
"1722";"284";"12249";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:19:06"
"1723";"284";"12250";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:20:40"
"1724";"284";"12251";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:21:32"
"1725";"289";"12407";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:22:35"
"1726";"289";"12408";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:23:46"
"1727";"289";"12409";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:24:40"
"1728";"289";"12410";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:25:43"
"1729";"289";"12411";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:26:51"
"1730";"289";"12412";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:27:39"
"1731";"289";"12413";"Tidak Ada";"1";"2";"67";"2018-09-05";"15:29:00"
"1732";"76";"3255";"Tidak Ada";"1";"2";"48";"2018-09-05";"16:35:33"
"1733";"200";"8744";"Tidak Ada";"1";"2";"33";"2018-09-05";"17:53:02"
"1734";"200";"8745";"Tidak Ada";"1";"2";"33";"2018-09-05";"17:54:48"
"1735";"200";"8746";"Tidak Ada";"1";"2";"33";"2018-09-05";"17:55:54"
"1736";"200";"8747";"Tidak Ada";"1";"2";"33";"2018-09-05";"18:01:13"
"1737";"204";"8942";"Tidak Ada";"1";"2";"33";"2018-09-05";"18:02:43"
"1738";"204";"8943";"Tidak Ada";"1";"2";"33";"2018-09-05";"18:04:53"
"1739";"204";"8902";"Victoria's Secret";"1";"2";"33";"2018-09-05";"18:06:36"
"1740";"204";"8903";"Tidak Ada";"1";"2";"33";"2018-09-05";"18:09:09"
"1741";"204";"8904";"Tidak Ada";"1";"2";"33";"2018-09-05";"18:17:18"
"1742";"204";"8905";"Tidak Ada";"1";"2";"33";"2018-09-05";"18:18:44"
"1743";"204";"8906";"Tidak Ada";"1";"2";"33";"2018-09-05";"18:20:38"
"1744";"204";"8907";"Tidak Ada";"1";"2";"33";"2018-09-05";"18:23:56"
"1745";"98";"4056";"Tidak Ada";"1";"2";"52";"2018-09-05";"18:51:55"
"1746";"98";"4057";"Tidak Ada";"1";"2";"52";"2018-09-05";"18:53:52"
"1747";"98";"4058";"Tidak Ada";"1";"2";"52";"2018-09-05";"18:54:40"
"1748";"98";"4059";"Tidak Ada";"1";"2";"52";"2018-09-05";"18:55:31"
"1749";"98";"4060";"Tidak Ada";"1";"2";"52";"2018-09-05";"18:56:20"
"1750";"98";"4061";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:02:47"
"1751";"98";"4062";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:04:03"
"1752";"98";"4064";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:05:24"
"1753";"98";"4065";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:07:12"
"1754";"98";"4066";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:08:52"
"1755";"98";"4067";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:10:03"
"1756";"98";"4068";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:10:46"
"1757";"98";"4069";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:12:44"
"1758";"139";"5944";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:13:31"
"1759";"147";"6365";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:17:32"
"1760";"147";"6366";"Toyota Astra Motor";"1";"2";"52";"2018-09-05";"19:21:38"
"1761";"147";"6366";"VIVA";"1";"2";"52";"2018-09-05";"19:21:45"
"1762";"147";"6367";"Toyota Astra Motor";"1";"2";"52";"2018-09-05";"19:26:17"
"1763";"147";"6367";"VIVA";"1";"2";"52";"2018-09-05";"19:26:23"
"1764";"147";"6367";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:26:38"
"1765";"147";"6371";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:28:49"
"1766";"147";"6372";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:32:33"
"1767";"147";"6320";"RS Medika Permata Hijau";"1";"2";"52";"2018-09-05";"19:37:33"
"1768";"147";"6321";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:39:46"
"1769";"147";"6322";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:41:13"
"1770";"147";"6323";"Tidak Ada";"1";"2";"52";"2018-09-05";"19:58:37"
"1771";"147";"6324";"Tribunnews\.com";"1";"2";"52";"2018-09-05";"20:00:02"
"1772";"147";"6326";"Metro TV";"1";"2";"52";"2018-09-05";"20:05:05"
"1773";"244";"10622";"Bank Rakyat Indonesia";"1";"2";"65";"2018-09-05";"20:54:46"
"1774";"244";"10622";"Bank Negara Indonesia";"1";"2";"65";"2018-09-05";"20:54:59"
"1775";"289";"12414";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:16:05"
"1776";"289";"12415";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:19:52"
"1777";"289";"12416";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:20:39"
"1778";"289";"12417";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:21:36"
"1779";"289";"12418";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:24:59"
"1780";"289";"12419";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:26:09"
"1781";"289";"12420";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:27:32"
"1782";"289";"12421";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:28:43"
"1783";"289";"12422";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:29:46"
"1784";"289";"12423";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:30:21"
"1785";"289";"12424";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:31:04"
"1786";"289";"12425";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:32:19"
"1787";"289";"12426";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:32:58"
"1788";"289";"12427";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:33:35"
"1789";"244";"10623";"Tidak Ada";"1";"2";"65";"2018-09-05";"21:34:32"
"1790";"244";"10624";"PT Kereta Api Indonesia \(Persero\)";"1";"2";"65";"2018-09-05";"21:36:50"
"1791";"244";"10624";"PT Kimia Farma \(Persero\) Tbk";"1";"2";"65";"2018-09-05";"21:37:06"
"1792";"244";"10624";"PT Pegadaian \(Persero\)";"1";"2";"65";"2018-09-05";"21:37:18"
"1793";"244";"10624";"PT Telkom Indonesia \(Persero\) Tbk";"1";"2";"65";"2018-09-05";"21:37:30"
"1794";"244";"10624";"Pertamina Retail";"1";"2";"65";"2018-09-05";"21:37:42"
"1795";"244";"10624";"PT Pos Indonesia \(Persero\)";"1";"2";"65";"2018-09-05";"21:37:56"
"1796";"289";"12428";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:38:41"
"1797";"289";"12429";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:40:37"
"1798";"244";"10625";"Tidak Ada";"1";"2";"65";"2018-09-05";"21:41:26"
"1799";"289";"12430";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:43:04"
"1800";"289";"12431";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:43:59"
"1801";"289";"12432";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:46:52"
"1802";"293";"12534";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:49:01"
"1803";"293";"12535";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:51:24"
"1804";"293";"12536";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:52:19"
"1805";"293";"12537";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:53:53"
"1806";"293";"12538";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:55:52"
"1807";"293";"12539";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:57:50"
"1808";"293";"12540";"Tidak Ada";"1";"2";"67";"2018-09-05";"21:59:33"
"1809";"293";"12541";"Tidak Ada";"1";"2";"67";"2018-09-05";"22:04:59"
"1810";"293";"12542";"Tidak Ada";"1";"2";"67";"2018-09-05";"22:05:51"
"1811";"293";"12543";"Tidak Ada";"1";"2";"67";"2018-09-05";"22:09:33"
"1812";"293";"12544";"Tidak Ada";"1";"2";"67";"2018-09-05";"22:10:18"
"1813";"293";"12545";"Tidak Ada";"1";"2";"67";"2018-09-05";"22:11:03"
"1814";"293";"12546";"Tidak Ada";"1";"2";"67";"2018-09-05";"22:12:12"
"1815";"293";"12547";"Tidak Ada";"1";"2";"67";"2018-09-05";"22:12:57"
"1816";"293";"12548";"Tidak Ada";"1";"2";"67";"2018-09-05";"22:15:15"
"1817";"244";"10626";"bank BUMN \(Himbara\)";"1";"2";"65";"2018-09-06";"00:35:09"
"1818";"244";"10627";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:36:18"
"1819";"244";"10628";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:38:35"
"1820";"244";"10629";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:39:35"
"1821";"244";"10630";"Bank Mandiri";"1";"2";"65";"2018-09-06";"00:41:01"
"1822";"244";"10630";"BRI";"1";"2";"65";"2018-09-06";"00:41:21"
"1823";"244";"10630";"BNI";"1";"2";"65";"2018-09-06";"00:41:29"
"1824";"244";"10631";"perusahaan BUMN";"1";"2";"65";"2018-09-06";"00:43:58"
"1825";"244";"10632";"Kimia Farma";"1";"2";"65";"2018-09-06";"00:45:45"
"1826";"244";"10632";"Pegadaian";"1";"2";"65";"2018-09-06";"00:45:54"
"1827";"244";"10633";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:47:14"
"1828";"244";"10634";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:48:47"
"1829";"244";"10635";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:50:03"
"1830";"244";"10635";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:50:04"
"1831";"244";"10636";"Bank Indonesia";"1";"2";"65";"2018-09-06";"00:51:32"
"1832";"244";"10637";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:53:33"
"1833";"244";"10638";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:54:49"
"1834";"244";"10639";"Tidak Ada";"1";"2";"65";"2018-09-06";"00:56:07"
"1835";"204";"8908";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:05:05"
"1836";"204";"8909";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:07:26"
"1837";"204";"8910";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:09:33"
"1838";"204";"8911";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:11:07"
"1839";"204";"8912";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:22:03"
"1840";"204";"8913";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:27:22"
"1841";"204";"8914";"Twitter";"1";"2";"33";"2018-09-06";"08:32:11"
"1842";"204";"8915";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:33:24"
"1843";"204";"8916";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:34:16"
"1844";"204";"8917";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:35:01"
"1845";"204";"8918";"Tidak Ada";"1";"2";"33";"2018-09-06";"08:36:23"
"1846";"75";"3234";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:03:58"
"1847";"75";"3235";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:05:20"
"1848";"75";"3236";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:07:19"
"1849";"75";"3237";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:10:43"
"1850";"75";"3238";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:12:15"
"1851";"75";"3239";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:14:09"
"1852";"75";"3240";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:15:50"
"1853";"75";"3241";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:17:23"
"1854";"75";"3242";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:20:31"
"1855";"75";"3243";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:27:11"
"1856";"75";"3244";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:29:40"
"1857";"75";"3245";"Tidak Ada";"1";"2";"42";"2018-09-06";"10:33:36"
"1858";"192";"8396";"Tidak Ada";"1";"2";"34";"2018-09-06";"10:44:34"
"1859";"147";"6327";"Dewan Perwakilan Daerah";"1";"2";"52";"2018-09-06";"11:55:34"
"1860";"147";"6327";"DPD";"1";"2";"52";"2018-09-06";"11:56:15"
"1861";"147";"6327";"KPK";"1";"2";"52";"2018-09-06";"11:56:23"
"1862";"147";"6328";"Tidak Ada";"1";"2";"52";"2018-09-06";"11:59:40"
"1863";"147";"6329";"KPK";"1";"2";"52";"2018-09-06";"12:01:46"
"1864";"147";"6331";"Metro TV";"1";"2";"52";"2018-09-06";"12:03:54"
"1865";"147";"6331";"detikcom";"1";"2";"52";"2018-09-06";"12:04:07"
"1866";"147";"6332";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:05:31"
"1867";"147";"6333";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:08:53"
"1868";"147";"6334";"Metro TV";"1";"2";"52";"2018-09-06";"12:13:29"
"1869";"147";"6335";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:15:08"
"1870";"147";"6336";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:21:48"
"1871";"147";"6337";"Metro TV";"1";"2";"52";"2018-09-06";"12:23:17"
"1872";"147";"6338";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:24:44"
"1873";"147";"6339";"RS Medika Permata Hijau";"1";"2";"52";"2018-09-06";"12:25:52"
"1874";"147";"6340";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:27:41"
"1875";"147";"6341";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:28:32"
"1876";"147";"6342";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:29:32"
"1877";"147";"6343";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:30:22"
"1878";"147";"6344";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:33:43"
"1879";"147";"6345";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:35:25"
"1880";"147";"6346";"Tidak Ada";"1";"2";"52";"2018-09-06";"12:36:42"
"1881";"113";"4617";"Tidak Ada";"1";"2";"50";"2018-09-06";"14:08:30"
"1882";"76";"3256";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:35:29"
"1883";"76";"3257";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:37:03"
"1884";"76";"3258";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:38:15"
"1885";"76";"3259";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:41:19"
"1886";"76";"3260";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:43:02"
"1887";"76";"3261";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:44:25"
"1888";"76";"3262";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:45:37"
"1889";"76";"3263";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:46:30"
"1890";"76";"3264";"Mattel";"1";"2";"48";"2018-09-06";"14:47:17"
"1891";"76";"3265";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:51:25"
"1892";"76";"3266";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:51:56"
"1893";"76";"3267";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:54:24"
"1894";"76";"3268";"Tidak Ada";"1";"2";"48";"2018-09-06";"14:55:38"
"1895";"76";"3269";"TIME";"1";"2";"48";"2018-09-06";"14:56:48"
"1896";"76";"3270";"Barbie";"1";"2";"48";"2018-09-06";"14:57:50"
"1897";"76";"3271";"Tidak Ada";"1";"2";"48";"2018-09-06";"15:03:08"
"1898";"76";"3272";"Glamour";"1";"2";"48";"2018-09-06";"15:04:29"
"1899";"76";"3273";"Tidak Ada";"1";"2";"48";"2018-09-06";"15:07:18"
"1900";"76";"3274";"Tidak Ada";"1";"2";"48";"2018-09-06";"15:08:00"
"1901";"76";"3275";"Glamour";"1";"2";"48";"2018-09-06";"15:10:13"
"1902";"76";"3276";"Mattel";"1";"2";"48";"2018-09-06";"15:11:08"
"1903";"76";"3277";"Mattel";"1";"2";"48";"2018-09-06";"15:11:56"
"1904";"76";"3278";"Mattel";"1";"2";"48";"2018-09-06";"15:15:18"
"1905";"113";"4618";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:01:30"
"1906";"113";"4619";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:03:31"
"1907";"113";"4620";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:07:37"
"1908";"113";"4621";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:10:17"
"1909";"113";"4622";"Tidak Ada";"1";"2";"50";"2018-09-06";"16:14:00"
