"id_produk";"id_berita";"id_kalimat";"nama_produk";"isValid";"id_submitter";"date_submit";"time_submit"
"1637";"35";"1584";"Curiosity";"2";"34";"2018-09-05";"13:32:00"
"1638";"200";"8753";"Tidak Ada";"2";"33";"2018-09-05";"13:32:33"
"1639";"267";"11620";"Tidak Ada";"2";"62";"2018-09-05";"13:32:49"
"1640";"35";"1585";"Curiosity";"2";"34";"2018-09-05";"13:32:49"
"1641";"200";"8754";"Tidak Ada";"2";"33";"2018-09-05";"13:33:16"
"1642";"35";"1586";"Curiosity";"2";"34";"2018-09-05";"13:33:52"
"1643";"71";"3134";"Tidak Ada";"2";"45";"2018-09-05";"13:34:35"
"1644";"35";"1587";"Mars 2020";"2";"34";"2018-09-05";"13:34:50"
"1645";"200";"8755";"Tidak Ada";"2";"33";"2018-09-05";"13:34:55"
"1646";"267";"11621";"Tidak Ada";"2";"62";"2018-09-05";"13:34:56"
"1647";"267";"11621";"Tidak Ada";"2";"67";"2018-09-05";"13:35:00"
"1648";"35";"1588";"Tidak Ada";"2";"34";"2018-09-05";"13:37:14"
"1649";"200";"8728";"Tidak Ada";"2";"33";"2018-09-05";"13:37:37"
"1650";"200";"8729";"Tidak Ada";"2";"33";"2018-09-05";"13:38:26"
"1651";"267";"11592";"Tidak Ada";"2";"67";"2018-09-05";"13:38:29"
"1652";"35";"1589";"Tidak Ada";"2";"34";"2018-09-05";"13:38:57"
"1653";"267";"11592";"Tidak Ada";"2";"62";"2018-09-05";"13:39:18"
"1654";"200";"8730";"Tidak Ada";"2";"33";"2018-09-05";"13:39:27"
"1655";"35";"1590";"Mars 2020";"2";"34";"2018-09-05";"13:39:29"
"1656";"98";"4070";"Tidak Ada";"2";"52";"2018-09-05";"13:39:55"
"1657";"200";"8731";"Tidak Ada";"2";"33";"2018-09-05";"13:40:33"
"1658";"35";"1591";"Tidak Ada";"2";"34";"2018-09-05";"13:40:47"
"1659";"200";"8732";"Tidak Ada";"2";"33";"2018-09-05";"13:41:12"
"1660";"192";"8370";"WhatsApp";"2";"34";"2018-09-05";"13:41:35"
"1661";"200";"8733";"Tidak Ada";"2";"33";"2018-09-05";"13:41:57"
"1662";"267";"11593";"Tidak Ada";"2";"62";"2018-09-05";"13:42:05"
"1663";"267";"11593";"Tidak Ada";"2";"67";"2018-09-05";"13:42:22"
"1664";"200";"8734";"Tidak Ada";"2";"33";"2018-09-05";"13:42:43"
"1665";"192";"8371";"OnePlus 5T";"2";"34";"2018-09-05";"13:42:46"
"1666";"192";"8372";"Beritagar.id";"2";"34";"2018-09-05";"13:43:46"
"1667";"267";"11595";"Tidak Ada";"2";"67";"2018-09-05";"13:44:14"
"1668";"200";"8735";"Tidak Ada";"2";"33";"2018-09-05";"13:45:02"
"1669";"192";"8373";"iPhone X";"2";"34";"2018-09-05";"13:45:25"
"1670";"267";"11595";"Tidak Ada";"2";"62";"2018-09-05";"13:45:29"
"1671";"267";"11596";"Tidak Ada";"2";"67";"2018-09-05";"13:45:56"
"1672";"267";"11596";"Tidak Ada";"2";"67";"2018-09-05";"13:45:57"
"1673";"200";"8736";"Tidak Ada";"2";"33";"2018-09-05";"13:45:57"
"1674";"267";"11596";"Tidak Ada";"2";"62";"2018-09-05";"13:47:40"
"1675";"200";"8737";"Tidak Ada";"2";"33";"2018-09-05";"13:47:43"
"1676";"192";"8374";"Tidak Ada";"2";"34";"2018-09-05";"13:47:44"
"1677";"98";"4071";"Tidak Ada";"2";"52";"2018-09-05";"13:49:08"
"1678";"192";"8375";"OnePlus 5";"2";"34";"2018-09-05";"13:49:10"
"1679";"267";"11597";"Tidak Ada";"2";"62";"2018-09-05";"13:49:51"
"1680";"192";"8376";"OnePlus";"2";"34";"2018-09-05";"13:50:06"
"1681";"200";"8738";"Tidak Ada";"2";"33";"2018-09-05";"13:50:10"
"1682";"98";"4072";"Tidak Ada";"2";"52";"2018-09-05";"13:50:49"
"1683";"267";"11597";"Tidak Ada";"2";"67";"2018-09-05";"13:50:52"
"1684";"200";"8739";"Tidak Ada";"2";"33";"2018-09-05";"13:51:52"
"1685";"267";"11600";"Tidak Ada";"2";"67";"2018-09-05";"13:52:18"
"1686";"98";"4073";"Tidak Ada";"2";"52";"2018-09-05";"13:52:36"
"1687";"200";"8740";"Tidak Ada";"2";"33";"2018-09-05";"13:53:14"
"1688";"192";"8377";"iPhone X";"2";"34";"2018-09-05";"13:53:54"
"1689";"267";"11601";"Tidak Ada";"2";"67";"2018-09-05";"13:54:00"
"1690";"267";"11600";"Tidak Ada";"2";"62";"2018-09-05";"13:54:06"
"1691";"98";"4025";"Tidak Ada";"2";"52";"2018-09-05";"13:54:22"
"1692";"200";"8741";"Tidak Ada";"2";"33";"2018-09-05";"13:55:01"
"1693";"200";"8742";"Tidak Ada";"2";"33";"2018-09-05";"13:55:59"
"1694";"192";"8378";"Tidak Ada";"2";"34";"2018-09-05";"13:56:05"
"1695";"267";"11603";"Tidak Ada";"2";"62";"2018-09-05";"13:56:29"
"1696";"267";"11603";"Tidak Ada";"2";"67";"2018-09-05";"13:57:00"
"1697";"192";"8379";"Tidak Ada";"2";"34";"2018-09-05";"13:57:09"
"1698";"200";"8743";"Tidak Ada";"2";"33";"2018-09-05";"13:57:23"
"1699";"98";"4027";"Tidak Ada";"2";"52";"2018-09-05";"13:58:15"
"1700";"267";"11604";"Tidak Ada";"2";"67";"2018-09-05";"13:59:10"
"1701";"192";"8380";"Tidak Ada";"2";"34";"2018-09-05";"13:59:11"
"1702";"192";"8380";"Tidak Ada";"2";"62";"2018-09-05";"14:01:06"
"1703";"267";"11605";"Tidak Ada";"2";"67";"2018-09-05";"14:01:41"
"1704";"192";"8381";"Tidak Ada";"2";"34";"2018-09-05";"14:01:43"
"1705";"98";"4028";"Tidak Ada";"2";"52";"2018-09-05";"14:03:02"
"1706";"267";"11606";"Tidak Ada";"2";"67";"2018-09-05";"14:03:34"
"1707";"98";"4029";"Tidak Ada";"2";"52";"2018-09-05";"14:03:57"
"1708";"192";"8382";"Tidak Ada";"2";"34";"2018-09-05";"14:03:58"
"1709";"267";"11608";"Tidak Ada";"2";"67";"2018-09-05";"14:04:59"
"1710";"98";"4030";"Tidak Ada";"2";"52";"2018-09-05";"14:05:33"
"1711";"267";"11610";"Tidak Ada";"2";"67";"2018-09-05";"14:06:17"
"1712";"192";"8383";"Tidak Ada";"2";"34";"2018-09-05";"14:06:58"
"1713";"267";"11622";"Tidak Ada";"2";"67";"2018-09-05";"14:07:45"
"1714";"98";"4031";"Tidak Ada";"2";"52";"2018-09-05";"14:08:52"
"1715";"192";"8384";"Tidak Ada";"2";"34";"2018-09-05";"14:09:26"
"1716";"98";"4032";"Tidak Ada";"2";"52";"2018-09-05";"14:10:06"
"1717";"267";"11623";"Tidak Ada";"2";"67";"2018-09-05";"14:11:06"
"1718";"192";"8385";"Tidak Ada";"2";"34";"2018-09-05";"14:11:33"
"1719";"98";"4033";"Tidak Ada";"2";"52";"2018-09-05";"14:11:43"
"1720";"267";"11624";"Tidak Ada";"2";"67";"2018-09-05";"14:13:03"
"1721";"98";"4035";"Tidak Ada";"2";"52";"2018-09-05";"14:13:07"
"1722";"267";"11625";"Tidak Ada";"2";"67";"2018-09-05";"14:14:22"
"1723";"98";"4036";"Tidak Ada";"2";"52";"2018-09-05";"14:15:58"
"1724";"98";"4037";"Tidak Ada";"2";"52";"2018-09-05";"14:17:03"
"1725";"267";"11626";"Tidak Ada";"2";"67";"2018-09-05";"14:17:28"
"1726";"192";"8386";"Tidak Ada";"2";"34";"2018-09-05";"14:18:24"
"1727";"98";"4040";"Tidak Ada";"2";"52";"2018-09-05";"14:19:46"
"1728";"267";"11627";"Tidak Ada";"2";"67";"2018-09-05";"14:20:27"
"1729";"267";"11627";"Tidak Ada";"2";"67";"2018-09-05";"14:20:27"
"1730";"192";"8387";"Tidak Ada";"2";"34";"2018-09-05";"14:21:22"
"1731";"267";"11628";"Tidak Ada";"2";"67";"2018-09-05";"14:22:06"
"1732";"192";"8388";"Tidak Ada";"2";"34";"2018-09-05";"14:22:18"
"1733";"267";"11629";"Tidak Ada";"2";"67";"2018-09-05";"14:23:55"
"1734";"267";"11604";"Tidak Ada";"2";"62";"2018-09-05";"14:24:33"
"1735";"192";"8389";"Tidak Ada";"2";"34";"2018-09-05";"14:26:36"
"1736";"267";"11627";"Tidak Ada";"2";"65";"2018-09-05";"14:26:38"
"1737";"267";"11630";"Tidak Ada";"2";"67";"2018-09-05";"14:26:55"
"1738";"98";"4041";"Tidak Ada";"2";"52";"2018-09-05";"14:28:08"
"1739";"267";"11632";"Tidak Ada";"2";"67";"2018-09-05";"14:28:35"
"1740";"192";"8390";"Tidak Ada";"2";"34";"2018-09-05";"14:29:51"
"1741";"98";"4042";"Tidak Ada";"2";"52";"2018-09-05";"14:30:17"
"1742";"192";"8391";"Tidak Ada";"2";"34";"2018-09-05";"14:31:25"
"1743";"98";"4043";"Tidak Ada";"2";"52";"2018-09-05";"14:33:06"
"1744";"192";"8392";"Tidak Ada";"2";"34";"2018-09-05";"14:33:49"
"1745";"203";"8869";"Tidak Ada";"2";"62";"2018-09-05";"14:35:40"
"1746";"98";"4044";"Tidak Ada";"2";"52";"2018-09-05";"14:37:54"
"1747";"98";"4045";"Tidak Ada";"2";"52";"2018-09-05";"14:38:58"
"1748";"98";"4046";"Tidak Ada";"2";"52";"2018-09-05";"14:40:05"
"1749";"203";"8870";"Tidak Ada";"2";"62";"2018-09-05";"14:40:57"
"1750";"192";"8393";"Tidak Ada";"2";"34";"2018-09-05";"14:42:10"
"1751";"98";"4047";"Tidak Ada";"2";"52";"2018-09-05";"14:43:39"
"1752";"98";"4048";"Tidak Ada";"2";"52";"2018-09-05";"14:44:42"
"1753";"192";"8394";"Tidak Ada";"2";"34";"2018-09-05";"14:45:28"
"1754";"98";"4049";"Tidak Ada";"2";"52";"2018-09-05";"14:46:03"
"1755";"203";"8871";"Tidak Ada";"2";"62";"2018-09-05";"14:46:19"
"1756";"98";"4050";"Tidak Ada";"2";"52";"2018-09-05";"14:47:02"
"1757";"203";"8872";"Tidak Ada";"2";"62";"2018-09-05";"14:47:40"
"1758";"98";"4051";"Tidak Ada";"2";"52";"2018-09-05";"14:48:09"
"1759";"98";"4052";"Tidak Ada";"2";"52";"2018-09-05";"14:49:33"
"1760";"98";"4053";"Tidak Ada";"2";"52";"2018-09-05";"14:50:29"
"1761";"98";"4054";"Tidak Ada";"2";"52";"2018-09-05";"14:52:01"
"1762";"98";"4055";"Tidak Ada";"2";"52";"2018-09-05";"14:53:29"
"1763";"192";"8395";"Tidak Ada";"2";"34";"2018-09-05";"14:53:37"
"1764";"203";"8873";"Tidak Ada";"2";"62";"2018-09-05";"15:00:27"
"1765";"203";"8874";"Tidak Ada";"2";"67";"2018-09-05";"15:02:38"
"1766";"284";"12246";"Tidak Ada";"2";"67";"2018-09-05";"15:11:21"
"1767";"284";"12247";"Tidak Ada";"2";"67";"2018-09-05";"15:13:44"
"1768";"284";"12248";"Tidak Ada";"2";"67";"2018-09-05";"15:16:52"
"1769";"284";"12249";"Tidak Ada";"2";"67";"2018-09-05";"15:19:19"
"1770";"284";"12250";"Tidak Ada";"2";"67";"2018-09-05";"15:20:53"
"1771";"284";"12251";"Tidak Ada";"2";"67";"2018-09-05";"15:21:42"
"1772";"289";"12407";"Tidak Ada";"2";"67";"2018-09-05";"15:22:45"
"1773";"289";"12408";"Tidak Ada";"2";"67";"2018-09-05";"15:24:04"
"1774";"289";"12409";"Tidak Ada";"2";"67";"2018-09-05";"15:25:00"
"1775";"289";"12410";"Tidak Ada";"2";"67";"2018-09-05";"15:26:06"
"1776";"289";"12411";"Tidak Ada";"2";"67";"2018-09-05";"15:27:04"
"1777";"289";"12412";"Tidak Ada";"2";"67";"2018-09-05";"15:27:55"
"1778";"289";"12413";"Tidak Ada";"2";"67";"2018-09-05";"15:29:14"
"1779";"76";"3255";"Barbie";"2";"48";"2018-09-05";"16:36:21"
"1780";"200";"8744";"Tidak Ada";"2";"33";"2018-09-05";"17:53:54"
"1781";"200";"8745";"Tidak Ada";"2";"33";"2018-09-05";"17:54:38"
"1782";"200";"8746";"Tidak Ada";"2";"33";"2018-09-05";"17:55:34"
"1783";"200";"8747";"Tidak Ada";"2";"33";"2018-09-05";"18:01:31"
"1784";"204";"8942";"Tidak Ada";"2";"33";"2018-09-05";"18:03:05"
"1785";"204";"8943";"Tidak Ada";"2";"33";"2018-09-05";"18:04:43"
"1786";"204";"8902";"Tidak Ada";"2";"33";"2018-09-05";"18:08:24"
"1787";"204";"8903";"Tidak Ada";"2";"33";"2018-09-05";"18:09:44"
"1788";"204";"8904";"Tidak Ada";"2";"33";"2018-09-05";"18:17:33"
"1789";"204";"8905";"Tidak Ada";"2";"33";"2018-09-05";"18:18:59"
"1790";"204";"8906";"Tidak Ada";"2";"33";"2018-09-05";"18:20:51"
"1791";"204";"8907";"Tidak Ada";"2";"33";"2018-09-05";"18:24:10"
"1792";"98";"4056";"Tidak Ada";"2";"52";"2018-09-05";"18:52:14"
"1793";"98";"4057";"Tidak Ada";"2";"52";"2018-09-05";"18:54:06"
"1794";"98";"4058";"Tidak Ada";"2";"52";"2018-09-05";"18:54:54"
"1795";"98";"4059";"Tidak Ada";"2";"52";"2018-09-05";"18:55:45"
"1796";"98";"4060";"Tidak Ada";"2";"52";"2018-09-05";"18:56:39"
"1797";"98";"4061";"Tidak Ada";"2";"52";"2018-09-05";"19:03:16"
"1798";"98";"4062";"Tidak Ada";"2";"52";"2018-09-05";"19:04:15"
"1799";"98";"4064";"Tidak Ada";"2";"52";"2018-09-05";"19:05:13"
"1800";"98";"4065";"Tidak Ada";"2";"52";"2018-09-05";"19:07:26"
"1801";"98";"4066";"Tidak Ada";"2";"52";"2018-09-05";"19:09:07"
"1802";"98";"4067";"Tidak Ada";"2";"52";"2018-09-05";"19:09:51"
"1803";"98";"4068";"Tidak Ada";"2";"52";"2018-09-05";"19:10:59"
"1804";"98";"4069";"Tidak Ada";"2";"52";"2018-09-05";"19:12:58"
"1805";"139";"5944";"Tidak Ada";"2";"52";"2018-09-05";"19:13:45"
"1806";"147";"6365";"Fortuner";"2";"52";"2018-09-05";"19:17:45"
"1807";"147";"6366";"Toyota";"2";"52";"2018-09-05";"19:22:27"
"1808";"147";"6366";"Lexus";"2";"52";"2018-09-05";"19:22:46"
"1809";"147";"6366";"Fortuner";"2";"52";"2018-09-05";"19:22:51"
"1810";"147";"6367";"Toyota";"2";"52";"2018-09-05";"19:28:12"
"1811";"147";"6371";"Toyota";"2";"52";"2018-09-05";"19:29:44"
"1812";"147";"6372";"Tidak Ada";"2";"52";"2018-09-05";"19:33:35"
"1813";"147";"6320";"Tidak Ada";"2";"52";"2018-09-05";"19:37:50"
"1814";"147";"6321";"Tidak Ada";"2";"52";"2018-09-05";"19:39:28"
"1815";"147";"6322";"Tidak Ada";"2";"52";"2018-09-05";"19:40:39"
"1816";"147";"6323";"Tidak Ada";"2";"52";"2018-09-05";"19:59:01"
"1817";"147";"6324";"Tidak Ada";"2";"52";"2018-09-05";"20:00:44"
"1818";"147";"6326";"Tidak Ada";"2";"52";"2018-09-05";"20:04:56"
"1819";"244";"10622";"Tidak Ada";"2";"65";"2018-09-05";"20:55:31"
"1820";"289";"12414";"Tidak Ada";"2";"67";"2018-09-05";"21:16:19"
"1821";"289";"12415";"Tidak Ada";"2";"67";"2018-09-05";"21:20:04"
"1822";"289";"12416";"Tidak Ada";"2";"67";"2018-09-05";"21:20:57"
"1823";"289";"12417";"Tidak Ada";"2";"67";"2018-09-05";"21:21:51"
"1824";"289";"12418";"Tidak Ada";"2";"67";"2018-09-05";"21:25:31"
"1825";"289";"12419";"Tidak Ada";"2";"67";"2018-09-05";"21:26:49"
"1826";"289";"12420";"Tidak Ada";"2";"67";"2018-09-05";"21:27:53"
"1827";"289";"12421";"Tidak Ada";"2";"67";"2018-09-05";"21:28:57"
"1828";"289";"12422";"Tidak Ada";"2";"67";"2018-09-05";"21:29:57"
"1829";"289";"12423";"Tidak Ada";"2";"67";"2018-09-05";"21:30:32"
"1830";"289";"12424";"Tidak Ada";"2";"67";"2018-09-05";"21:31:16"
"1831";"289";"12425";"Tidak Ada";"2";"67";"2018-09-05";"21:32:29"
"1832";"289";"12426";"Tidak Ada";"2";"67";"2018-09-05";"21:33:09"
"1833";"289";"12427";"Tidak Ada";"2";"67";"2018-09-05";"21:33:50"
"1834";"244";"10623";"Tidak Ada";"2";"65";"2018-09-05";"21:34:44"
"1835";"244";"10624";"Tidak Ada";"2";"65";"2018-09-05";"21:38:16"
"1836";"289";"12428";"Tidak Ada";"2";"67";"2018-09-05";"21:38:57"
"1837";"289";"12429";"Tidak Ada";"2";"67";"2018-09-05";"21:41:02"
"1838";"244";"10625";"Tidak Ada";"2";"65";"2018-09-05";"21:41:46"
"1839";"289";"12430";"Tidak Ada";"2";"67";"2018-09-05";"21:43:27"
"1840";"289";"12431";"Tidak Ada";"2";"67";"2018-09-05";"21:44:10"
"1841";"289";"12432";"Tidak Ada";"2";"67";"2018-09-05";"21:47:08"
"1842";"293";"12534";"Tidak Ada";"2";"67";"2018-09-05";"21:50:35"
"1843";"293";"12535";"Tidak Ada";"2";"67";"2018-09-05";"21:51:42"
"1844";"293";"12536";"Tidak Ada";"2";"67";"2018-09-05";"21:52:34"
"1845";"293";"12537";"Tidak Ada";"2";"67";"2018-09-05";"21:54:07"
"1846";"293";"12538";"Tidak Ada";"2";"67";"2018-09-05";"21:56:23"
"1847";"293";"12539";"Tidak Ada";"2";"67";"2018-09-05";"21:58:17"
"1848";"293";"12540";"Tidak Ada";"2";"67";"2018-09-05";"21:59:48"
"1849";"293";"12541";"Tidak Ada";"2";"67";"2018-09-05";"22:05:09"
"1850";"293";"12542";"Tidak Ada";"2";"67";"2018-09-05";"22:06:07"
"1851";"293";"12543";"Tidak Ada";"2";"67";"2018-09-05";"22:09:45"
"1852";"293";"12544";"Tidak Ada";"2";"67";"2018-09-05";"22:10:31"
"1853";"293";"12545";"Tidak Ada";"2";"67";"2018-09-05";"22:11:16"
"1854";"293";"12546";"Tidak Ada";"2";"67";"2018-09-05";"22:12:24"
"1855";"293";"12547";"Tidak Ada";"2";"67";"2018-09-05";"22:13:08"
"1856";"293";"12548";"Tidak Ada";"2";"67";"2018-09-05";"22:15:26"
"1857";"244";"10626";"Tidak Ada";"2";"65";"2018-09-06";"00:35:31"
"1858";"244";"10627";"Tidak Ada";"2";"65";"2018-09-06";"00:36:29"
"1859";"244";"10628";"Tidak Ada";"2";"65";"2018-09-06";"00:38:49"
"1860";"244";"10629";"Tidak Ada";"2";"65";"2018-09-06";"00:39:47"
"1861";"244";"10630";"mesin EDC";"2";"65";"2018-09-06";"00:42:50"
"1862";"244";"10631";"mesin EDC";"2";"65";"2018-09-06";"00:44:34"
"1863";"244";"10632";"Tidak Ada";"2";"65";"2018-09-06";"00:46:12"
"1864";"244";"10633";"Tidak Ada";"2";"65";"2018-09-06";"00:47:40"
"1865";"244";"10634";"Tidak Ada";"2";"65";"2018-09-06";"00:48:57"
"1866";"244";"10635";"Tidak Ada";"2";"65";"2018-09-06";"00:50:19"
"1867";"244";"10636";"Tidak Ada";"2";"65";"2018-09-06";"00:51:56"
"1868";"244";"10637";"mesin EDC";"2";"65";"2018-09-06";"00:54:14"
"1869";"244";"10638";"Tidak Ada";"2";"65";"2018-09-06";"00:55:00"
"1870";"244";"10639";"mesin EDC";"2";"65";"2018-09-06";"00:56:18"
"1871";"204";"8908";"Tidak Ada";"2";"33";"2018-09-06";"08:05:20"
"1872";"204";"8909";"Tidak Ada";"2";"33";"2018-09-06";"08:07:46"
"1873";"204";"8910";"Tidak Ada";"2";"33";"2018-09-06";"08:09:50"
"1874";"204";"8911";"Tidak Ada";"2";"33";"2018-09-06";"08:11:25"
"1875";"204";"8912";"Tidak Ada";"2";"33";"2018-09-06";"08:22:12"
"1876";"204";"8913";"Tidak Ada";"2";"33";"2018-09-06";"08:27:35"
"1877";"204";"8914";"Tidak Ada";"2";"33";"2018-09-06";"08:32:28"
"1878";"204";"8915";"Tidak Ada";"2";"33";"2018-09-06";"08:33:38"
"1879";"204";"8916";"Tidak Ada";"2";"33";"2018-09-06";"08:34:28"
"1880";"204";"8917";"Tidak Ada";"2";"33";"2018-09-06";"08:35:14"
"1881";"204";"8918";"Tidak Ada";"2";"33";"2018-09-06";"08:36:37"
"1882";"75";"3234";"Tidak Ada";"2";"42";"2018-09-06";"10:04:14"
"1883";"75";"3235";"Tidak Ada";"2";"42";"2018-09-06";"10:05:36"
"1884";"75";"3236";"Tidak Ada";"2";"42";"2018-09-06";"10:07:36"
"1885";"75";"3237";"Tidak Ada";"2";"42";"2018-09-06";"10:10:58"
"1886";"75";"3238";"Tidak Ada";"2";"42";"2018-09-06";"10:12:31"
"1887";"75";"3239";"Tidak Ada";"2";"42";"2018-09-06";"10:14:25"
"1888";"75";"3240";"Tidak Ada";"2";"42";"2018-09-06";"10:16:06"
"1889";"75";"3241";"Tidak Ada";"2";"42";"2018-09-06";"10:17:37"
"1890";"75";"3242";"Tidak Ada";"2";"42";"2018-09-06";"10:20:53"
"1891";"75";"3243";"Tidak Ada";"2";"42";"2018-09-06";"10:27:27"
"1892";"75";"3244";"Tidak Ada";"2";"42";"2018-09-06";"10:29:56"
"1893";"75";"3245";"Tidak Ada";"2";"42";"2018-09-06";"10:34:06"
"1894";"192";"8396";"Tidak Ada";"2";"34";"2018-09-06";"10:44:43"
"1895";"147";"6327";"Tidak Ada";"2";"52";"2018-09-06";"11:58:32"
"1896";"147";"6328";"Tidak Ada";"2";"52";"2018-09-06";"11:59:51"
"1897";"147";"6329";"Tidak Ada";"2";"52";"2018-09-06";"12:02:23"
"1898";"147";"6331";"Tidak Ada";"2";"52";"2018-09-06";"12:04:23"
"1899";"147";"6332";"Tidak Ada";"2";"52";"2018-09-06";"12:06:03"
"1900";"147";"6333";"Toyota";"2";"52";"2018-09-06";"12:07:17"
"1901";"147";"6333";"Fortuner";"2";"52";"2018-09-06";"12:07:22"
"1902";"147";"6333";"Toyota Fortuner";"2";"52";"2018-09-06";"12:07:30"
"1903";"147";"6334";"Tidak Ada";"2";"52";"2018-09-06";"12:14:07"
"1904";"147";"6335";"Tidak Ada";"2";"52";"2018-09-06";"12:15:24"
"1905";"147";"6336";"Tidak Ada";"2";"52";"2018-09-06";"12:21:55"
"1906";"147";"6337";"Tidak Ada";"2";"52";"2018-09-06";"12:23:41"
"1907";"147";"6338";"Tidak Ada";"2";"52";"2018-09-06";"12:24:54"
"1908";"147";"6339";"Tidak Ada";"2";"52";"2018-09-06";"12:26:38"
"1909";"147";"6340";"Tidak Ada";"2";"52";"2018-09-06";"12:27:55"
"1910";"147";"6341";"Tidak Ada";"2";"52";"2018-09-06";"12:28:43"
"1911";"147";"6342";"Tidak Ada";"2";"52";"2018-09-06";"12:29:48"
"1912";"147";"6343";"Tidak Ada";"2";"52";"2018-09-06";"12:30:36"
"1913";"147";"6344";"Tidak Ada";"2";"52";"2018-09-06";"12:33:58"
"1914";"147";"6345";"Tidak Ada";"2";"52";"2018-09-06";"12:36:00"
"1915";"147";"6346";"Tidak Ada";"2";"52";"2018-09-06";"12:36:33"
"1916";"113";"4617";"Tidak Ada";"2";"50";"2018-09-06";"14:10:34"
"1917";"113";"4618";"Tidak Ada";"2";"50";"2018-09-06";"14:16:31"
"1918";"76";"3256";"Barbie";"2";"48";"2018-09-06";"14:34:47"
"1919";"76";"3257";"Barbie";"2";"48";"2018-09-06";"14:36:27"
"1920";"76";"3258";"Barbie";"2";"48";"2018-09-06";"14:37:41"
"1921";"76";"3259";"Barbie";"2";"48";"2018-09-06";"14:40:33"
"1922";"76";"3260";"Barbie";"2";"48";"2018-09-06";"14:42:03"
"1923";"76";"3261";"Tidak Ada";"2";"48";"2018-09-06";"14:44:45"
"1924";"76";"3262";"Tidak Ada";"2";"48";"2018-09-06";"14:45:20"
"1925";"76";"3263";"Barbie";"2";"48";"2018-09-06";"14:46:10"
"1926";"76";"3264";"Barbie";"2";"48";"2018-09-06";"14:47:34"
"1927";"76";"3265";"Barbie";"2";"48";"2018-09-06";"14:51:06"
"1928";"76";"3266";"Tidak Ada";"2";"48";"2018-09-06";"14:52:13"
"1929";"76";"3267";"Barbie";"2";"48";"2018-09-06";"14:53:32"
"1930";"76";"3268";"Tidak Ada";"2";"48";"2018-09-06";"14:55:53"
"1931";"76";"3269";"Tidak Ada";"2";"48";"2018-09-06";"14:57:12"
"1932";"76";"3270";"Tidak Ada";"2";"48";"2018-09-06";"14:58:38"
"1933";"76";"3271";"Tidak Ada";"2";"48";"2018-09-06";"15:03:22"
"1934";"76";"3272";"Barbie";"2";"48";"2018-09-06";"15:03:47"
"1935";"76";"3273";"Tidak Ada";"2";"48";"2018-09-06";"15:07:07"
"1936";"76";"3274";"Tidak Ada";"2";"48";"2018-09-06";"15:08:19"
"1937";"76";"3275";"Tidak Ada";"2";"48";"2018-09-06";"15:10:26"
"1938";"76";"3276";"Barbie";"2";"48";"2018-09-06";"15:11:28"
"1939";"76";"3277";"Barbie";"2";"48";"2018-09-06";"15:13:13"
"1940";"76";"3278";"Barbie";"2";"48";"2018-09-06";"15:14:14"
"1941";"113";"4619";"Tidak Ada";"2";"50";"2018-09-06";"16:03:58"
"1942";"113";"4620";"Tidak Ada";"2";"50";"2018-09-06";"16:08:02"
"1943";"113";"4621";"Tidak Ada";"2";"50";"2018-09-06";"16:10:48"
"1944";"113";"4622";"Tidak Ada";"2";"50";"2018-09-06";"16:13:31"
"1945";"113";"4623";"Tidak Ada";"2";"50";"2018-09-06";"16:16:41"
"1946";"113";"4624";"Tidak Ada";"2";"50";"2018-09-06";"16:19:54"
"1947";"113";"4625";"Tidak Ada";"2";"50";"2018-09-06";"16:22:05"
"1948";"113";"4626";"Tidak Ada";"2";"50";"2018-09-06";"16:24:54"
"1949";"113";"4627";"Tidak Ada";"2";"50";"2018-09-06";"16:26:31"
"1950";"113";"4628";"Tidak Ada";"2";"50";"2018-09-06";"16:28:28"
"1951";"113";"4629";"Tidak Ada";"2";"50";"2018-09-06";"16:30:54"
"1952";"113";"4630";"Tidak Ada";"2";"50";"2018-09-06";"16:32:16"
"1953";"113";"4631";"Tidak Ada";"2";"50";"2018-09-06";"16:34:42"
"1954";"113";"4632";"Tidak Ada";"2";"50";"2018-09-06";"16:36:11"
"1955";"113";"4633";"Tidak Ada";"2";"50";"2018-09-06";"16:40:04"
"1956";"113";"4634";"Tidak Ada";"2";"50";"2018-09-06";"16:43:15"
"1957";"113";"4635";"Tidak Ada";"2";"50";"2018-09-06";"16:48:19"
"1958";"113";"4636";"Tidak Ada";"2";"50";"2018-09-06";"16:50:54"
"1959";"113";"4637";"Tidak Ada";"2";"50";"2018-09-06";"16:58:39"
"1960";"113";"4638";"Tidak Ada";"2";"50";"2018-09-06";"17:04:14"
"1961";"113";"4639";"Tidak Ada";"2";"50";"2018-09-06";"17:06:35"
"1962";"113";"4640";"Tidak Ada";"2";"50";"2018-09-06";"17:15:34"
"1963";"113";"4641";"Tidak Ada";"2";"50";"2018-09-06";"17:18:12"
"1964";"113";"4642";"Tidak Ada";"2";"50";"2018-09-06";"17:20:59"
"1965";"113";"4643";"Tidak Ada";"2";"50";"2018-09-06";"17:23:40"
"1966";"113";"4644";"Tidak Ada";"2";"50";"2018-09-06";"17:26:16"
"1967";"113";"4645";"Tidak Ada";"2";"50";"2018-09-06";"17:28:03"
"1968";"113";"4646";"Tidak Ada";"2";"50";"2018-09-06";"17:31:50"
"1969";"113";"4647";"Tidak Ada";"2";"50";"2018-09-06";"17:38:10"
