"id_money";"id_berita";"id_kalimat";"money";"isValid";"id_submitter";"date_submit";"time_submit"
"1600";"192";"8374";"Tidak Ada";"2";"34";"2018-09-05";"13:47:47"
"1601";"98";"4071";"Tidak Ada";"2";"52";"2018-09-05";"13:48:47"
"1602";"192";"8375";"Tidak Ada";"2";"34";"2018-09-05";"13:49:17"
"1603";"267";"11597";"Tidak Ada";"2";"62";"2018-09-05";"13:49:44"
"1604";"200";"8738";"Tidak Ada";"2";"33";"2018-09-05";"13:49:57"
"1605";"192";"8376";"Tidak Ada";"2";"34";"2018-09-05";"13:50:17"
"1606";"267";"11597";"Tidak Ada";"2";"67";"2018-09-05";"13:50:33"
"1607";"98";"4072";"Tidak Ada";"2";"52";"2018-09-05";"13:50:42"
"1608";"98";"4072";"Tidak Ada";"2";"52";"2018-09-05";"13:50:42"
"1609";"200";"8739";"Tidak Ada";"2";"33";"2018-09-05";"13:51:38"
"1610";"267";"11600";"Tidak Ada";"2";"67";"2018-09-05";"13:52:12"
"1611";"98";"4073";"Tidak Ada";"2";"52";"2018-09-05";"13:52:28"
"1612";"200";"8740";"Tidak Ada";"2";"33";"2018-09-05";"13:53:10"
"1613";"267";"11601";"Tidak Ada";"2";"67";"2018-09-05";"13:53:54"
"1614";"267";"11600";"Tidak Ada";"2";"62";"2018-09-05";"13:53:57"
"1615";"192";"8377";"Tidak Ada";"2";"34";"2018-09-05";"13:54:01"
"1616";"98";"4025";"Tidak Ada";"2";"52";"2018-09-05";"13:54:11"
"1617";"200";"8741";"Tidak Ada";"2";"33";"2018-09-05";"13:54:56"
"1618";"200";"8742";"Tidak Ada";"2";"33";"2018-09-05";"13:55:54"
"1619";"192";"8378";"Tidak Ada";"2";"34";"2018-09-05";"13:56:09"
"1620";"267";"11603";"Tidak Ada";"2";"62";"2018-09-05";"13:56:23"
"1621";"267";"11603";"Tidak Ada";"2";"67";"2018-09-05";"13:56:34"
"1622";"192";"8379";"Tidak Ada";"2";"34";"2018-09-05";"13:57:12"
"1623";"200";"8743";"Tidak Ada";"2";"33";"2018-09-05";"13:57:18"
"1624";"98";"4027";"Tidak Ada";"2";"52";"2018-09-05";"13:58:09"
"1625";"267";"11604";"Tidak Ada";"2";"67";"2018-09-05";"13:59:04"
"1626";"267";"11604";"Tidak Ada";"2";"67";"2018-09-05";"13:59:05"
"1627";"192";"8380";"Tidak Ada";"2";"34";"2018-09-05";"13:59:08"
"1628";"192";"8380";"Tidak Ada";"2";"62";"2018-09-05";"14:01:12"
"1629";"267";"11605";"Tidak Ada";"2";"67";"2018-09-05";"14:01:32"
"1630";"192";"8381";"Tidak Ada";"2";"34";"2018-09-05";"14:01:39"
"1631";"98";"4028";"Tidak Ada";"2";"52";"2018-09-05";"14:02:33"
"1632";"267";"11606";"Tidak Ada";"2";"67";"2018-09-05";"14:03:29"
"1633";"98";"4029";"Tidak Ada";"2";"52";"2018-09-05";"14:03:50"
"1634";"192";"8382";"Tidak Ada";"2";"34";"2018-09-05";"14:04:06"
"1635";"267";"11608";"Tidak Ada";"2";"67";"2018-09-05";"14:04:52"
"1636";"98";"4030";"Tidak Ada";"2";"52";"2018-09-05";"14:05:28"
"1637";"267";"11610";"Tidak Ada";"2";"67";"2018-09-05";"14:06:05"
"1638";"192";"8383";"Tidak Ada";"2";"34";"2018-09-05";"14:07:02"
"1639";"267";"11622";"Tidak Ada";"2";"67";"2018-09-05";"14:07:39"
"1640";"98";"4031";"Tidak Ada";"2";"52";"2018-09-05";"14:08:44"
"1641";"192";"8384";"Tidak Ada";"2";"34";"2018-09-05";"14:09:30"
"1642";"98";"4032";"Tidak Ada";"2";"52";"2018-09-05";"14:09:57"
"1643";"267";"11623";"Tidak Ada";"2";"67";"2018-09-05";"14:11:00"
"1644";"267";"11623";"Tidak Ada";"2";"67";"2018-09-05";"14:11:00"
"1645";"98";"4033";"Tidak Ada";"2";"52";"2018-09-05";"14:11:25"
"1646";"192";"8385";"Tidak Ada";"2";"34";"2018-09-05";"14:11:36"
"1647";"267";"11624";"Tidak Ada";"2";"67";"2018-09-05";"14:12:53"
"1648";"98";"4035";"Tidak Ada";"2";"52";"2018-09-05";"14:13:01"
"1649";"267";"11625";"Tidak Ada";"2";"67";"2018-09-05";"14:14:17"
"1650";"98";"4036";"Tidak Ada";"2";"52";"2018-09-05";"14:15:51"
"1651";"98";"4037";"Tidak Ada";"2";"52";"2018-09-05";"14:16:56"
"1652";"267";"11626";"Tidak Ada";"2";"67";"2018-09-05";"14:17:24"
"1653";"192";"8386";"Tidak Ada";"2";"34";"2018-09-05";"14:18:21"
"1654";"98";"4040";"Tidak Ada";"2";"52";"2018-09-05";"14:19:36"
"1655";"267";"11627";"Tidak Ada";"2";"67";"2018-09-05";"14:20:11"
"1656";"192";"8387";"Tidak Ada";"2";"34";"2018-09-05";"14:21:25"
"1657";"267";"11628";"Tidak Ada";"2";"67";"2018-09-05";"14:21:58"
"1658";"192";"8388";"Tidak Ada";"2";"34";"2018-09-05";"14:22:13"
"1659";"267";"11629";"Tidak Ada";"2";"67";"2018-09-05";"14:23:50"
"1660";"267";"11604";"Tidak Ada";"2";"62";"2018-09-05";"14:24:24"
"1661";"267";"11627";"Tidak Ada";"2";"65";"2018-09-05";"14:25:51"
"1662";"267";"11630";"Tidak Ada";"2";"67";"2018-09-05";"14:26:44"
"1663";"192";"8389";"Tidak Ada";"2";"34";"2018-09-05";"14:27:12"
"1664";"98";"4041";"Tidak Ada";"2";"52";"2018-09-05";"14:28:00"
"1665";"267";"11632";"Tidak Ada";"2";"67";"2018-09-05";"14:28:26"
"1666";"192";"8390";"Tidak Ada";"2";"34";"2018-09-05";"14:29:30"
"1667";"98";"4042";"Tidak Ada";"2";"52";"2018-09-05";"14:29:51"
"1668";"192";"8391";"Tidak Ada";"2";"34";"2018-09-05";"14:31:33"
"1669";"98";"4043";"Tidak Ada";"2";"52";"2018-09-05";"14:32:28"
"1670";"192";"8392";"Tidak Ada";"2";"34";"2018-09-05";"14:33:56"
"1671";"203";"8869";"Tidak Ada";"2";"62";"2018-09-05";"14:35:47"
"1672";"98";"4044";"Tidak Ada";"2";"52";"2018-09-05";"14:37:48"
"1673";"98";"4045";"Tidak Ada";"2";"52";"2018-09-05";"14:38:50"
"1674";"98";"4046";"Tidak Ada";"2";"52";"2018-09-05";"14:39:56"
"1675";"203";"8870";"Tidak Ada";"2";"62";"2018-09-05";"14:40:51"
"1676";"192";"8393";"Tidak Ada";"2";"34";"2018-09-05";"14:42:06"
"1677";"98";"4047";"Tidak Ada";"2";"52";"2018-09-05";"14:43:12"
"1678";"98";"4048";"Tidak Ada";"2";"52";"2018-09-05";"14:44:35"
"1679";"192";"8394";"Tidak Ada";"2";"34";"2018-09-05";"14:45:31"
"1680";"98";"4049";"Tidak Ada";"2";"52";"2018-09-05";"14:45:54"
"1681";"203";"8871";"Tidak Ada";"2";"62";"2018-09-05";"14:46:15"
"1682";"98";"4050";"Tidak Ada";"2";"52";"2018-09-05";"14:46:55"
"1683";"203";"8872";"Tidak Ada";"2";"62";"2018-09-05";"14:47:33"
"1684";"98";"4051";"Tidak Ada";"2";"52";"2018-09-05";"14:48:03"
"1685";"98";"4052";"Tidak Ada";"2";"52";"2018-09-05";"14:49:26"
"1686";"98";"4053";"Tidak Ada";"2";"52";"2018-09-05";"14:50:22"
"1687";"98";"4054";"Tidak Ada";"2";"52";"2018-09-05";"14:51:53"
"1688";"98";"4055";"Tidak Ada";"2";"52";"2018-09-05";"14:53:21"
"1689";"192";"8395";"Tidak Ada";"2";"34";"2018-09-05";"14:53:40"
"1690";"203";"8873";"Tidak Ada";"2";"62";"2018-09-05";"15:00:23"
"1691";"203";"8874";"Tidak Ada";"2";"67";"2018-09-05";"15:02:32"
"1692";"284";"12246";"Tidak Ada";"2";"67";"2018-09-05";"15:11:17"
"1693";"284";"12247";"Tidak Ada";"2";"67";"2018-09-05";"15:13:39"
"1694";"284";"12248";"Tidak Ada";"2";"67";"2018-09-05";"15:16:47"
"1695";"284";"12249";"Tidak Ada";"2";"67";"2018-09-05";"15:19:15"
"1696";"284";"12250";"Tidak Ada";"2";"67";"2018-09-05";"15:20:48"
"1697";"284";"12250";"Tidak Ada";"2";"67";"2018-09-05";"15:20:49"
"1698";"284";"12251";"Tidak Ada";"2";"67";"2018-09-05";"15:21:38"
"1699";"289";"12407";"Tidak Ada";"2";"67";"2018-09-05";"15:22:41"
"1700";"289";"12408";"Tidak Ada";"2";"67";"2018-09-05";"15:23:56"
"1701";"289";"12409";"Tidak Ada";"2";"67";"2018-09-05";"15:24:52"
"1702";"289";"12410";"Tidak Ada";"2";"67";"2018-09-05";"15:25:52"
"1703";"289";"12411";"Tidak Ada";"2";"67";"2018-09-05";"15:26:59"
"1704";"289";"12412";"Tidak Ada";"2";"67";"2018-09-05";"15:27:46"
"1705";"289";"12413";"Tidak Ada";"2";"67";"2018-09-05";"15:29:08"
"1706";"76";"3255";"Tidak Ada";"2";"48";"2018-09-05";"16:35:53"
"1707";"200";"8744";"Rp10 miliar";"2";"33";"2018-09-05";"17:53:44"
"1708";"200";"8745";"Tidak Ada";"2";"33";"2018-09-05";"17:54:42"
"1709";"200";"8746";"Tidak Ada";"2";"33";"2018-09-05";"17:55:45"
"1710";"200";"8747";"Tidak Ada";"2";"33";"2018-09-05";"18:01:24"
"1711";"204";"8942";"Tidak Ada";"2";"33";"2018-09-05";"18:02:59"
"1712";"204";"8943";"Tidak Ada";"2";"33";"2018-09-05";"18:04:46"
"1713";"204";"8902";"Tidak Ada";"2";"33";"2018-09-05";"18:08:20"
"1714";"204";"8903";"Tidak Ada";"2";"33";"2018-09-05";"18:09:30"
"1715";"204";"8904";"Tidak Ada";"2";"33";"2018-09-05";"18:17:28"
"1716";"204";"8905";"Tidak Ada";"2";"33";"2018-09-05";"18:18:54"
"1717";"204";"8906";"Tidak Ada";"2";"33";"2018-09-05";"18:20:46"
"1718";"204";"8907";"Tidak Ada";"2";"33";"2018-09-05";"18:24:04"
"1719";"98";"4056";"Tidak Ada";"2";"52";"2018-09-05";"18:52:08"
"1720";"98";"4057";"Tidak Ada";"2";"52";"2018-09-05";"18:54:00"
"1721";"98";"4058";"Tidak Ada";"2";"52";"2018-09-05";"18:54:49"
"1722";"98";"4059";"Tidak Ada";"2";"52";"2018-09-05";"18:55:41"
"1723";"98";"4060";"Tidak Ada";"2";"52";"2018-09-05";"18:56:43"
"1724";"98";"4061";"Tidak Ada";"2";"52";"2018-09-05";"19:03:09"
"1725";"98";"4062";"Tidak Ada";"2";"52";"2018-09-05";"19:04:20"
"1726";"98";"4064";"Tidak Ada";"2";"52";"2018-09-05";"19:05:17"
"1727";"98";"4065";"Tidak Ada";"2";"52";"2018-09-05";"19:07:48"
"1728";"98";"4066";"Tidak Ada";"2";"52";"2018-09-05";"19:09:00"
"1729";"98";"4067";"Tidak Ada";"2";"52";"2018-09-05";"19:09:55"
"1730";"98";"4068";"Tidak Ada";"2";"52";"2018-09-05";"19:11:02"
"1731";"98";"4069";"Tidak Ada";"2";"52";"2018-09-05";"19:13:01"
"1732";"139";"5944";"Tidak Ada";"2";"52";"2018-09-05";"19:13:48"
"1733";"147";"6365";"Tidak Ada";"2";"52";"2018-09-05";"19:17:57"
"1734";"147";"6366";"Tidak Ada";"2";"52";"2018-09-05";"19:22:07"
"1735";"147";"6367";"Tidak Ada";"2";"52";"2018-09-05";"19:27:12"
"1736";"147";"6371";"Tidak Ada";"2";"52";"2018-09-05";"19:29:29"
"1737";"147";"6372";"Tidak Ada";"2";"52";"2018-09-05";"19:33:07"
"1738";"147";"6320";"Tidak Ada";"2";"52";"2018-09-05";"19:37:47"
"1739";"147";"6321";"Tidak Ada";"2";"52";"2018-09-05";"19:39:35"
"1740";"147";"6322";"Tidak Ada";"2";"52";"2018-09-05";"19:56:15"
"1741";"147";"6323";"Tidak Ada";"2";"52";"2018-09-05";"19:58:53"
"1742";"147";"6324";"Tidak Ada";"2";"52";"2018-09-05";"20:00:35"
"1743";"147";"6326";"Tidak Ada";"2";"52";"2018-09-05";"20:04:28"
"1744";"244";"10622";"Tidak Ada";"2";"65";"2018-09-05";"20:55:26"
"1745";"289";"12414";"Tidak Ada";"2";"67";"2018-09-05";"21:16:14"
"1746";"289";"12415";"Tidak Ada";"2";"67";"2018-09-05";"21:19:59"
"1747";"289";"12416";"Tidak Ada";"2";"67";"2018-09-05";"21:20:52"
"1748";"289";"12417";"Tidak Ada";"2";"67";"2018-09-05";"21:21:48"
"1749";"289";"12418";"Tidak Ada";"2";"67";"2018-09-05";"21:25:11"
"1750";"289";"12419";"Tidak Ada";"2";"67";"2018-09-05";"21:26:45"
"1751";"289";"12420";"Tidak Ada";"2";"67";"2018-09-05";"21:27:43"
"1752";"289";"12421";"Tidak Ada";"2";"67";"2018-09-05";"21:28:54"
"1753";"289";"12422";"Tidak Ada";"2";"67";"2018-09-05";"21:29:53"
"1754";"289";"12423";"Tidak Ada";"2";"67";"2018-09-05";"21:30:27"
"1755";"289";"12424";"Tidak Ada";"2";"67";"2018-09-05";"21:31:10"
"1756";"289";"12425";"Tidak Ada";"2";"67";"2018-09-05";"21:32:26"
"1757";"289";"12426";"Tidak Ada";"2";"67";"2018-09-05";"21:33:05"
"1758";"289";"12427";"Tidak Ada";"2";"67";"2018-09-05";"21:33:44"
"1759";"244";"10623";"Tidak Ada";"2";"65";"2018-09-05";"21:34:40"
"1760";"244";"10624";"Tidak Ada";"2";"65";"2018-09-05";"21:38:12"
"1761";"289";"12428";"Tidak Ada";"2";"67";"2018-09-05";"21:38:53"
"1762";"289";"12429";"Tidak Ada";"2";"67";"2018-09-05";"21:40:47"
"1763";"244";"10625";"Tidak Ada";"2";"65";"2018-09-05";"21:41:36"
"1764";"289";"12430";"Tidak Ada";"2";"67";"2018-09-05";"21:43:20"
"1765";"289";"12431";"Tidak Ada";"2";"67";"2018-09-05";"21:44:05"
"1766";"289";"12432";"Tidak Ada";"2";"67";"2018-09-05";"21:47:02"
"1767";"293";"12534";"Tidak Ada";"2";"67";"2018-09-05";"21:49:09"
"1768";"293";"12535";"Tidak Ada";"2";"67";"2018-09-05";"21:51:37"
"1769";"293";"12536";"Tidak Ada";"2";"67";"2018-09-05";"21:52:28"
"1770";"293";"12537";"Tidak Ada";"2";"67";"2018-09-05";"21:54:01"
"1771";"293";"12538";"Tidak Ada";"2";"67";"2018-09-05";"21:56:01"
"1772";"293";"12539";"Tidak Ada";"2";"67";"2018-09-05";"21:58:12"
"1773";"293";"12540";"Tidak Ada";"2";"67";"2018-09-05";"21:59:43"
"1774";"293";"12541";"Tidak Ada";"2";"67";"2018-09-05";"22:05:04"
"1775";"293";"12542";"Tidak Ada";"2";"67";"2018-09-05";"22:06:01"
"1776";"293";"12543";"Tidak Ada";"2";"67";"2018-09-05";"22:09:40"
"1777";"293";"12544";"Tidak Ada";"2";"67";"2018-09-05";"22:10:27"
"1778";"293";"12545";"Tidak Ada";"2";"67";"2018-09-05";"22:11:13"
"1779";"293";"12546";"Tidak Ada";"2";"67";"2018-09-05";"22:12:19"
"1780";"293";"12547";"Tidak Ada";"2";"67";"2018-09-05";"22:13:04"
"1781";"293";"12548";"Tidak Ada";"2";"67";"2018-09-05";"22:15:23"
"1782";"244";"10626";"Tidak Ada";"2";"65";"2018-09-06";"00:35:18"
"1783";"244";"10627";"Tidak Ada";"2";"65";"2018-09-06";"00:36:25"
"1784";"244";"10628";"Tidak Ada";"2";"65";"2018-09-06";"00:38:43"
"1785";"244";"10629";"Tidak Ada";"2";"65";"2018-09-06";"00:39:43"
"1786";"244";"10630";"Tidak Ada";"2";"65";"2018-09-06";"00:41:45"
"1787";"244";"10631";"Tidak Ada";"2";"65";"2018-09-06";"00:44:26"
"1788";"244";"10632";"Tidak Ada";"2";"65";"2018-09-06";"00:46:02"
"1789";"244";"10633";"Tidak Ada";"2";"65";"2018-09-06";"00:47:36"
"1790";"244";"10634";"Tidak Ada";"2";"65";"2018-09-06";"00:48:53"
"1791";"244";"10635";"Tidak Ada";"2";"65";"2018-09-06";"00:50:13"
"1792";"244";"10636";"Tidak Ada";"2";"65";"2018-09-06";"00:51:52"
"1793";"244";"10637";"Tidak Ada";"2";"65";"2018-09-06";"00:53:42"
"1794";"244";"10638";"Tidak Ada";"2";"65";"2018-09-06";"00:54:55"
"1795";"244";"10639";"Tidak Ada";"2";"65";"2018-09-06";"00:56:13"
"1796";"204";"8908";"Tidak Ada";"2";"33";"2018-09-06";"08:05:15"
"1797";"204";"8909";"Tidak Ada";"2";"33";"2018-09-06";"08:07:34"
"1798";"204";"8910";"Tidak Ada";"2";"33";"2018-09-06";"08:09:43"
"1799";"204";"8911";"Tidak Ada";"2";"33";"2018-09-06";"08:11:20"
"1800";"204";"8912";"Tidak Ada";"2";"33";"2018-09-06";"08:22:09"
"1801";"204";"8913";"Tidak Ada";"2";"33";"2018-09-06";"08:27:30"
"1802";"204";"8914";"Tidak Ada";"2";"33";"2018-09-06";"08:32:24"
"1803";"204";"8915";"Tidak Ada";"2";"33";"2018-09-06";"08:33:32"
"1804";"204";"8916";"Tidak Ada";"2";"33";"2018-09-06";"08:34:24"
"1805";"204";"8917";"Tidak Ada";"2";"33";"2018-09-06";"08:35:10"
"1806";"204";"8918";"Tidak Ada";"2";"33";"2018-09-06";"08:36:32"
"1807";"75";"3234";"Tidak Ada";"2";"42";"2018-09-06";"10:04:08"
"1808";"75";"3235";"Tidak Ada";"2";"42";"2018-09-06";"10:05:29"
"1809";"75";"3236";"Tidak Ada";"2";"42";"2018-09-06";"10:07:30"
"1810";"75";"3237";"Tidak Ada";"2";"42";"2018-09-06";"10:10:54"
"1811";"75";"3238";"Tidak Ada";"2";"42";"2018-09-06";"10:12:25"
"1812";"75";"3239";"Tidak Ada";"2";"42";"2018-09-06";"10:14:19"
"1813";"75";"3240";"Tidak Ada";"2";"42";"2018-09-06";"10:16:00"
"1814";"75";"3241";"Tidak Ada";"2";"42";"2018-09-06";"10:17:31"
"1815";"75";"3242";"Tidak Ada";"2";"42";"2018-09-06";"10:20:45"
"1816";"75";"3243";"Tidak Ada";"2";"42";"2018-09-06";"10:27:19"
"1817";"75";"3244";"Tidak Ada";"2";"42";"2018-09-06";"10:29:50"
"1818";"75";"3245";"Tidak Ada";"2";"42";"2018-09-06";"10:33:47"
"1819";"192";"8396";"Tidak Ada";"2";"34";"2018-09-06";"10:44:39"
"1820";"147";"6327";"Tidak Ada";"2";"52";"2018-09-06";"11:58:27"
"1821";"147";"6328";"Tidak Ada";"2";"52";"2018-09-06";"11:59:48"
"1822";"147";"6329";"Tidak Ada";"2";"52";"2018-09-06";"12:02:20"
"1823";"147";"6331";"Tidak Ada";"2";"52";"2018-09-06";"12:04:17"
"1824";"147";"6332";"Tidak Ada";"2";"52";"2018-09-06";"12:05:56"
"1825";"147";"6333";"Tidak Ada";"2";"52";"2018-09-06";"12:09:20"
"1826";"147";"6334";"Tidak Ada";"2";"52";"2018-09-06";"12:14:00"
"1827";"147";"6335";"Tidak Ada";"2";"52";"2018-09-06";"12:15:15"
"1828";"147";"6336";"Tidak Ada";"2";"52";"2018-09-06";"12:21:42"
"1829";"147";"6337";"Tidak Ada";"2";"52";"2018-09-06";"12:23:31"
"1830";"147";"6338";"Tidak Ada";"2";"52";"2018-09-06";"12:24:57"
"1831";"147";"6339";"Tidak Ada";"2";"52";"2018-09-06";"12:26:31"
"1832";"147";"6340";"Tidak Ada";"2";"52";"2018-09-06";"12:27:48"
"1833";"147";"6341";"Tidak Ada";"2";"52";"2018-09-06";"12:28:37"
"1834";"147";"6342";"Tidak Ada";"2";"52";"2018-09-06";"12:29:43"
"1835";"147";"6342";"Tidak Ada";"2";"52";"2018-09-06";"12:29:44"
"1836";"147";"6343";"Tidak Ada";"2";"52";"2018-09-06";"12:30:26"
"1837";"147";"6344";"Tidak Ada";"2";"52";"2018-09-06";"12:33:51"
"1838";"147";"6345";"Tidak Ada";"2";"52";"2018-09-06";"12:35:49"
"1839";"147";"6346";"Tidak Ada";"2";"52";"2018-09-06";"12:36:36"
"1840";"113";"4617";"Tidak Ada";"2";"50";"2018-09-06";"14:10:24"
"1841";"113";"4618";"Tidak Ada";"2";"50";"2018-09-06";"14:16:43"
"1842";"76";"3256";"Tidak Ada";"2";"48";"2018-09-06";"14:35:50"
"1843";"76";"3257";"Tidak Ada";"2";"48";"2018-09-06";"14:36:45"
"1844";"76";"3258";"Tidak Ada";"2";"48";"2018-09-06";"14:38:34"
"1845";"76";"3259";"Tidak Ada";"2";"48";"2018-09-06";"14:41:35"
"1846";"76";"3260";"Tidak Ada";"2";"48";"2018-09-06";"14:43:16"
"1847";"76";"3261";"Tidak Ada";"2";"48";"2018-09-06";"14:44:35"
"1848";"76";"3262";"Tidak Ada";"2";"48";"2018-09-06";"14:45:26"
"1849";"76";"3263";"Tidak Ada";"2";"48";"2018-09-06";"14:46:21"
"1850";"76";"3264";"Tidak Ada";"2";"48";"2018-09-06";"14:47:42"
"1851";"76";"3265";"Tidak Ada";"2";"48";"2018-09-06";"14:51:15"
"1852";"76";"3266";"Tidak Ada";"2";"48";"2018-09-06";"14:52:07"
"1853";"76";"3267";"Tidak Ada";"2";"48";"2018-09-06";"14:54:15"
"1854";"76";"3268";"Tidak Ada";"2";"48";"2018-09-06";"14:55:47"
"1855";"76";"3269";"Tidak Ada";"2";"48";"2018-09-06";"14:57:06"
"1856";"76";"3270";"Tidak Ada";"2";"48";"2018-09-06";"14:58:28"
"1857";"76";"3271";"Tidak Ada";"2";"48";"2018-09-06";"15:03:17"
"1858";"76";"3272";"Tidak Ada";"2";"48";"2018-09-06";"15:05:17"
"1859";"76";"3273";"Tidak Ada";"2";"48";"2018-09-06";"15:07:10"
"1860";"76";"3274";"Tidak Ada";"2";"48";"2018-09-06";"15:08:11"
"1861";"76";"3275";"Tidak Ada";"2";"48";"2018-09-06";"15:10:22"
"1862";"76";"3276";"Tidak Ada";"2";"48";"2018-09-06";"15:11:19"
"1863";"76";"3277";"Tidak Ada";"2";"48";"2018-09-06";"15:13:20"
"1864";"76";"3278";"Tidak Ada";"2";"48";"2018-09-06";"15:15:46"
"1865";"113";"4619";"Tidak Ada";"2";"50";"2018-09-06";"16:03:47"
"1866";"113";"4620";"Tidak Ada";"2";"50";"2018-09-06";"16:07:56"
"1867";"113";"4621";"Tidak Ada";"2";"50";"2018-09-06";"16:10:40"
"1868";"113";"4622";"Tidak Ada";"2";"50";"2018-09-06";"16:13:49"
"1869";"113";"4623";"Tidak Ada";"2";"50";"2018-09-06";"16:16:11"
"1870";"113";"4624";"Tidak Ada";"2";"50";"2018-09-06";"16:19:43"
"1871";"113";"4625";"Tidak Ada";"2";"50";"2018-09-06";"16:21:40"
"1872";"113";"4626";"Tidak Ada";"2";"50";"2018-09-06";"16:24:44"
"1873";"113";"4627";"Tidak Ada";"2";"50";"2018-09-06";"16:26:23"
"1874";"113";"4628";"Tidak Ada";"2";"50";"2018-09-06";"16:28:20"
"1875";"113";"4629";"Tidak Ada";"2";"50";"2018-09-06";"16:30:46"
"1876";"113";"4630";"Tidak Ada";"2";"50";"2018-09-06";"16:32:08"
"1877";"113";"4631";"Tidak Ada";"2";"50";"2018-09-06";"16:34:28"
"1878";"113";"4632";"Tidak Ada";"2";"50";"2018-09-06";"16:36:01"
"1879";"113";"4633";"Tidak Ada";"2";"50";"2018-09-06";"16:39:58"
"1880";"113";"4634";"Tidak Ada";"2";"50";"2018-09-06";"16:43:00"
"1881";"113";"4635";"Tidak Ada";"2";"50";"2018-09-06";"16:48:11"
"1882";"113";"4636";"Tidak Ada";"2";"50";"2018-09-06";"16:50:48"
"1883";"113";"4637";"Tidak Ada";"2";"50";"2018-09-06";"16:58:22"
"1884";"113";"4638";"Tidak Ada";"2";"50";"2018-09-06";"17:04:05"
"1885";"113";"4639";"Tidak Ada";"2";"50";"2018-09-06";"17:06:42"
"1886";"113";"4640";"Tidak Ada";"2";"50";"2018-09-06";"17:15:21"
"1887";"113";"4641";"Tidak Ada";"2";"50";"2018-09-06";"17:18:26"
"1888";"113";"4642";"Tidak Ada";"2";"50";"2018-09-06";"17:20:52"
"1889";"113";"4643";"Tidak Ada";"2";"50";"2018-09-06";"17:23:46"
"1890";"113";"4644";"Tidak Ada";"2";"50";"2018-09-06";"17:26:21"
"1891";"113";"4645";"Tidak Ada";"2";"50";"2018-09-06";"17:27:51"
"1892";"113";"4646";"Tidak Ada";"2";"50";"2018-09-06";"17:31:44"
"1893";"113";"4647";"Tidak Ada";"2";"50";"2018-09-06";"17:38:04"
"1894";"113";"4648";"Tidak Ada";"2";"50";"2018-09-06";"17:40:59"
"1895";"113";"4649";"Tidak Ada";"2";"50";"2018-09-06";"17:45:09"
"1896";"113";"4650";"Tidak Ada";"2";"50";"2018-09-06";"17:58:54"
"1897";"113";"4651";"Tidak Ada";"2";"50";"2018-09-06";"18:00:46"
"1898";"113";"4652";"Tidak Ada";"2";"50";"2018-09-06";"18:03:53"
"1899";"113";"4653";"Tidak Ada";"2";"50";"2018-09-06";"18:06:06"
"1900";"113";"4654";"Tidak Ada";"2";"50";"2018-09-06";"18:09:03"
"1901";"114";"4655";"Tidak Ada";"2";"50";"2018-09-06";"18:15:31"
"1902";"114";"4656";"Tidak Ada";"2";"50";"2018-09-06";"18:17:56"
"1903";"114";"4657";"Tidak Ada";"2";"50";"2018-09-06";"18:20:20"
"1904";"204";"8919";"Tidak Ada";"2";"71";"2018-09-06";"18:37:58"
"1905";"204";"8920";"Tidak Ada";"2";"33";"2018-09-06";"18:40:57"
"1906";"27";"1251";"Tidak Ada";"2";"39";"2018-09-06";"20:08:10"
"1907";"27";"1252";"Tidak Ada";"2";"39";"2018-09-06";"20:10:16"
"1908";"27";"1253";"Tidak Ada";"2";"39";"2018-09-06";"20:12:18"
"1909";"27";"1254";"Tidak Ada";"2";"39";"2018-09-06";"20:16:12"
"1910";"27";"1255";"Tidak Ada";"2";"39";"2018-09-06";"20:18:21"
"1911";"5894";"247711";"Tidak Ada";"2";"74";"2018-09-06";"20:18:37"
"1912";"27";"1256";"Tidak Ada";"2";"39";"2018-09-06";"20:20:01"
"1913";"27";"1257";"Tidak Ada";"2";"39";"2018-09-06";"20:21:36"
"1914";"27";"1258";"Tidak Ada";"2";"39";"2018-09-06";"20:23:45"
"1915";"27";"1259";"Tidak Ada";"2";"39";"2018-09-06";"20:25:08"
"1916";"5894";"247712";"Tidak Ada";"2";"74";"2018-09-06";"20:26:15"
"1917";"27";"1260";"Tidak Ada";"2";"39";"2018-09-06";"20:26:26"
"1918";"27";"1261";"Tidak Ada";"2";"39";"2018-09-06";"20:27:37"
"1919";"5894";"247713";"Tidak Ada";"2";"74";"2018-09-06";"20:29:08"
"1920";"27";"1262";"Tidak Ada";"2";"39";"2018-09-06";"20:29:37"
"1921";"5894";"247714";"Tidak Ada";"2";"74";"2018-09-06";"20:31:10"
"1922";"27";"1263";"Tidak Ada";"2";"39";"2018-09-06";"20:31:57"
"1923";"27";"1264";"Tidak Ada";"2";"39";"2018-09-06";"20:33:27"
"1924";"5894";"247715";"Tidak Ada";"2";"74";"2018-09-06";"20:34:34"
"1925";"5894";"247716";"Tidak Ada";"2";"74";"2018-09-06";"20:36:16"
"1926";"5894";"247717";"Tidak Ada";"2";"74";"2018-09-06";"20:37:28"
"1927";"5894";"247718";"Tidak Ada";"2";"74";"2018-09-06";"20:38:45"
"1928";"5894";"247719";"Tidak Ada";"2";"74";"2018-09-06";"20:41:24"
"1929";"5894";"247720";"Tidak Ada";"2";"74";"2018-09-06";"20:42:49"
"1930";"5894";"247721";"Tidak Ada";"2";"74";"2018-09-06";"20:43:54"
