"id_geolokasi";"id_berita";"id_kalimat";"desa";"kota";"kabupaten";"propinsi";"negara";"nama_tempat";"isCorrect";"isValid";"id_submitter";"date_submit";"time_submit"
"1731";"5960";"250202";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"70";"2018-09-04";"22:50:41"
"1732";"5960";"250203";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"70";"2018-09-04";"22:51:21"
"1733";"5960";"250204";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"70";"2018-09-04";"22:52:20"
"1734";"5960";"250205";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"70";"2018-09-04";"22:53:36"
"1735";"5960";"250206";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"70";"2018-09-04";"22:54:44"
"1736";"262";"11385";"Tidak Ada";"Tidak Ada";"Tidak Ada";"NTT";"Tidak Ada";"Tidak Ada";"1";"2";"63";"2018-09-04";"23:50:54"
"1737";"262";"11386";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Nusa Tenggara Timur";"Tidak Ada";"Pulau Rote";"1";"2";"63";"2018-09-04";"23:51:34"
"1738";"262";"11387";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Telaga Nirwana";"1";"2";"63";"2018-09-05";"00:08:02"
"1739";"262";"11388";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"pantai Buedale";"1";"2";"63";"2018-09-05";"00:08:54"
"1740";"262";"11388";"Desa Oeseli";"Kecamatan Rote Barat Daya";"Kabupaten Rote Ndao";"Tidak Ada";"Tidak Ada";"Dusun Kotalai";"1";"2";"63";"2018-09-05";"00:09:40"
"1741";"222";"9449";"Tidak Ada";"Telaga Merdada";"Dieng";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-09-05";"00:10:50"
"1742";"262";"11389";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"63";"2018-09-05";"00:11:58"
"1743";"262";"11390";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"63";"2018-09-05";"00:12:30"
"1744";"262";"11391";"Tidak Ada";"Tidak Ada";"Tidak Ada";"NTT";"Tidak Ada";"Tidak Ada";"1";"2";"63";"2018-09-05";"00:13:22"
"1745";"262";"11392";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"63";"2018-09-05";"00:13:57"
"1746";"351";"15088";"Tidak Ada";"Tidak Ada";"Tidak Ada";"NTT";"Tidak Ada";"kawasan Taman Nasional Komodo";"1";"2";"43";"2018-09-05";"11:04:26"
"1747";"351";"15088";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Pulau Komodo";"1";"2";"43";"2018-09-05";"11:04:50"
"1748";"351";"15088";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Rinca";"1";"2";"43";"2018-09-05";"11:05:08"
"1749";"351";"15088";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Gili Motang";"1";"2";"43";"2018-09-05";"11:05:31"
"1750";"351";"15089";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Taman Nasional Komodo";"1";"2";"43";"2018-09-05";"11:09:04"
"1751";"207";"9014";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"12:34:04"
"1752";"207";"9015";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Monas";"1";"2";"33";"2018-09-05";"12:35:04"
"1753";"207";"9016";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"12:36:01"
"1754";"207";"9016";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"12:36:14"
"1755";"207";"8987";"Tidak Ada";"Gambir";"Tidak Ada";"Jakarta";"Tidak Ada";"Monas";"1";"2";"33";"2018-09-05";"12:38:36"
"1756";"207";"8988";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Monas";"1";"2";"33";"2018-09-05";"12:40:36"
"1757";"207";"8989";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Jakarta";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"12:42:16"
"1758";"207";"8990";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"12:43:20"
"1759";"207";"8991";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Monumen Nasional";"1";"2";"33";"2018-09-05";"12:44:29"
"1760";"207";"8991";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Monas";"1";"2";"33";"2018-09-05";"12:44:39"
"1761";"207";"8992";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Monas";"1";"2";"33";"2018-09-05";"12:46:15"
"1762";"207";"8993";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Monas";"1";"2";"33";"2018-09-05";"12:49:14"
"1763";"207";"8994";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"12:51:22"
"1764";"207";"8995";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"12:53:07"
"1765";"207";"8996";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Masjid Istiqlal";"1";"2";"33";"2018-09-05";"12:59:57"
"1766";"207";"8997";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Monas";"1";"2";"33";"2018-09-05";"13:02:16"
"1767";"207";"8998";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:03:58"
"1768";"207";"8999";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:04:43"
"1769";"207";"9000";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Balai Kota";"1";"2";"33";"2018-09-05";"13:09:19"
"1770";"207";"9001";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:10:52"
"1771";"207";"9002";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Monas";"1";"2";"33";"2018-09-05";"13:12:20"
"1772";"207";"9003";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:13:02"
"1773";"207";"9004";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:14:09"
"1774";"35";"1576";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:14:22"
"1775";"267";"11617";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:15:15"
"1776";"267";"11617";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:15:15"
"1777";"207";"9005";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:15:57"
"1778";"35";"1577";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:16:08"
"1779";"207";"9006";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:17:03"
"1780";"200";"8748";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:19:57"
"1781";"35";"1578";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:20:54"
"1782";"267";"11618";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:23:07"
"1783";"200";"8749";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:23:20"
"1784";"35";"1579";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:23:25"
"1785";"35";"1579";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:23:32"
"1786";"267";"11618";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:24:04"
"1787";"200";"8750";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:24:20"
"1788";"35";"1580";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:24:25"
"1789";"200";"8751";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:26:12"
"1790";"267";"11619";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:26:33"
"1791";"267";"11619";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:27:14"
"1792";"35";"1581";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:27:46"
"1793";"35";"1582";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:29:38"
"1794";"267";"11620";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:29:55"
"1795";"200";"8752";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:30:08"
"1796";"71";"3134";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"45";"2018-09-05";"13:30:13"
"1797";"35";"1583";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:31:21"
"1798";"200";"8753";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:32:14"
"1799";"35";"1584";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:32:22"
"1800";"267";"11620";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:32:27"
"1801";"267";"11620";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:32:34"
"1802";"200";"8754";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:32:59"
"1803";"35";"1585";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:33:14"
"1804";"35";"1586";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:34:15"
"1805";"200";"8755";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:34:29"
"1806";"267";"11621";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Zimbabwe";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:34:29"
"1807";"267";"11621";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Zimbabwe";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:34:33"
"1808";"35";"1587";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:35:15"
"1809";"98";"4070";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:35:31"
"1810";"200";"8728";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:36:48"
"1811";"35";"1588";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:37:40"
"1812";"267";"11592";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Harare";"Zimbabwe";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:37:56"
"1813";"200";"8729";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:38:10"
"1814";"267";"11592";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:38:53"
"1815";"200";"8730";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:39:08"
"1816";"35";"1589";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:39:09"
"1817";"35";"1590";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:39:47"
"1818";"200";"8731";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:40:09"
"1819";"200";"8732";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:40:57"
"1820";"35";"1591";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:41:07"
"1821";"267";"11593";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Zimbabwe";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:41:11"
"1822";"267";"11593";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:41:17"
"1823";"267";"11593";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:41:19"
"1824";"200";"8733";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:41:40"
"1825";"192";"8370";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:41:57"
"1826";"200";"8734";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:42:28"
"1827";"192";"8371";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:43:04"
"1828";"267";"11595";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:43:54"
"1829";"192";"8372";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:44:27"
"1830";"200";"8735";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:44:45"
"1831";"267";"11595";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:45:06"
"1832";"267";"11595";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:45:12"
"1833";"200";"8736";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:45:34"
"1834";"267";"11596";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:45:36"
"1835";"192";"8373";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:45:46"
"1836";"98";"4071";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:45:59"
"1837";"98";"4071";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:46:16"
"1838";"267";"11596";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:47:18"
"1839";"200";"8737";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:47:27"
"1840";"192";"8374";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:47:57"
"1841";"200";"8738";"Tidak Ada";"Tidak Ada";"Jakarta Barat";"Tidak Ada";"Tidak Ada";"RS Medika Permata Hijau";"1";"2";"33";"2018-09-05";"13:48:51"
"1842";"200";"8738";"Tidak Ada";"Tidak Ada";"Jakarta Pusat";"Tidak Ada";"Tidak Ada";"RSCM";"1";"2";"33";"2018-09-05";"13:49:05"
"1843";"267";"11597";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:49:26"
"1844";"192";"8375";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:49:37"
"1845";"98";"4072";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:49:52"
"1846";"267";"11597";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:50:19"
"1847";"192";"8376";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:50:50"
"1848";"200";"8739";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:51:21"
"1849";"267";"11600";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:51:56"
"1850";"98";"4073";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:52:07"
"1851";"200";"8740";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:52:59"
"1852";"267";"11601";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:53:43"
"1853";"267";"11601";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:53:43"
"1854";"267";"11600";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:53:45"
"1855";"192";"8377";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:54:18"
"1856";"200";"8741";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:54:44"
"1857";"200";"8742";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:55:44"
"1858";"192";"8378";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:55:49"
"1859";"267";"11603";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-09-05";"13:56:11"
"1860";"267";"11603";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Zimbabwe";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:56:16"
"1861";"98";"4025";"Tidak Ada";"Cikupa";"Tangerang";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:56:21"
"1862";"192";"8379";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Antartika";"1";"2";"34";"2018-09-05";"13:56:53"
"1863";"200";"8743";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-05";"13:57:07"
"1864";"98";"4027";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:57:36"
"1865";"98";"4027";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"52";"2018-09-05";"13:57:47"
"1866";"267";"11604";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"13:58:54"
"1867";"192";"8380";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"13:59:45"
"1868";"267";"11605";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Zimbabwe";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:01:20"
"1869";"192";"8380";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-09-05";"14:01:27"
"1870";"192";"8380";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-09-05";"14:01:32"
"1871";"192";"8381";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:01:53"
"1872";"192";"8381";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:02:00"
"1873";"98";"4028";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:02:13"
"1874";"267";"11606";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:03:15"
"1875";"98";"4029";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:03:33"
"1876";"192";"8382";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:04:26"
"1877";"192";"8382";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:04:34"
"1878";"267";"11608";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:04:34"
"1879";"267";"11608";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:04:40"
"1880";"98";"4030";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:04:55"
"1881";"267";"11610";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:05:51"
"1882";"192";"8383";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-05";"14:07:24"
"1883";"267";"11622";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"67";"2018-09-05";"14:07:25"
"1884";"98";"4031";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"52";"2018-09-05";"14:08:17"
